node,capacity_limit
AT,43.22726266464325
BE,7.064509936956469
BG,1.9921872934631155
CZ,39.18852234866592
DE,300.78960798203894
DK,14.962578869764217
ES,12.470329142574913
FR,143.27293327376842
HR,3.177260333725027
HU,34.58640535770427
IT,264.32530870990433
NL,72.7430985226957
PL,34.48717988199269
PT,3.639264672291562
RO,18.187216706968524
SE,3.668113396073732
SK,32.60016935027116
UK,52.07616193282642
