node,carbon_intensity
energy_344_CH,0.0082958240270021
energy_382_CH,0.0082958240270021
energy_11_CH,0.0082958240270021
metal_148_CH,0.0082958240270021
metal_149_CH,0.0082958240270021
metal_320_CH,0.0082958240270021
metal_190_CH,0.0082958240270021
metal_195_CH,0.0082958240270021
metal_141_CH,0.0082958240270021
metal_72_CH,0.0082958240270021
cement_292_CH,0.0082958240270021
cement_177_CH,0.0082958240270021
cement_175_CH,0.0082958240270021
cement_179_CH,0.0082958240270021
cement_176_CH,0.0082958240270021
cement_178_CH,0.0082958240270021
cement_13_CH,0.0082958240270021
cement_174_CH,0.0082958240270021
chemical_55_CH,0.0082958240270021
chemical_16_CH,0.0082958240270021
chemical_432_CH,0.0082958240270021
chemical_316_CH,0.0082958240270021
chemical_284_CH,0.0082958240270021
chemical_181_CH,0.0082958240270021
chemical_187_CH,0.0082958240270021
chemical_435_CH,0.0082958240270021
chemical_268_CH,0.0082958240270021
waste_270_CH,0.0082958240270021
waste_231_CH,0.0082958240270021
waste_368_CH,0.0082958240270021
waste_367_CH,0.0082958240270021
waste_410_CH,0.0082958240270021
waste_136_CH,0.0082958240270021
waste_306_CH,0.0082958240270021
waste_274_CH,0.0082958240270021
waste_223_CH,0.0082958240270021
waste_206_CH,0.0082958240270021
waste_278_CH,0.0082958240270021
waste_279_CH,0.0082958240270021
waste_417_CH,0.0082958240270021
waste_282_CH,0.0082958240270021
waste_280_CH,0.0082958240270021
waste_110_CH,0.0082958240270021
waste_283_CH,0.0082958240270021
waste_362_CH,0.0082958240270021
waste_227_CH,0.0082958240270021
waste_115_CH,0.0082958240270021
waste_230_CH,0.0082958240270021
waste_305_CH,0.0082958240270021
waste_285_CH,0.0082958240270021
waste_290_CH,0.0082958240270021
waste_289_CH,0.0082958240270021
waste_287_CH,0.0082958240270021
waste_286_CH,0.0082958240270021
paper_121_CH,0.0082958240270021
food_375_CH,0.0082958240270021
food_122_CH,0.0082958240270021
food_372_CH,0.0082958240270021
food_373_CH,0.0082958240270021
food_374_CH,0.0082958240270021
other_330_CH,0.0082958240270021
zeebrugge_BE,0.0120125972508176
wilhelmshaven_DE,0.0143547034138663
rotterdam_NL,0.0149271738058847
basel_export_CH,0.0082958240270021
acorn_UK,0.0125194069712734
aramis_NL,0.0149271738058847
bifrost_DK,0.012251713625145
coda_terminal_IS,0.010168413976007
greensand_DK,0.012251713625145
havstjerne_NO,0.00991061392897758
hewett_UK,0.0125194069712734
hynet_UK,0.0125194069712734
l10_area_NL,0.0149271738058847
luna_NO,0.00991061392897758
norne_DK,0.012251713625145
northern_endurance_UK,0.0125194069712734
northern_lights_NO,0.00991061392897758
orion_UK,0.0125194069712734
polaris_NO,0.00991061392897758
porthos_NL,0.0149271738058847
poseidon_NO,0.00991061392897758
ruby_DK,0.012251713625145
smeaheia_NO,0.00991061392897758
spirit_morecambe_UK,0.0125194069712734
stenlille_DK,0.012251713625145
trudvang_NO,0.00991061392897758
viking_UK,0.0125194069712734
