time,AT,BE,BG,CH,CZ,DE,EL,ES,FI,FR,HR,HU,IE,IT,LV,PT,RO,SE,SI,SK
2114,0.190532298,1.0,0.452530599,0.104774268,0.488539015,0.565045818,0.203300869,0.35701639,0.631069213,0.33120305,0.987375064,0.763703803,0.476454916,0.319339308,0.146098305,0.790621039,0.29096559,0.475189536,0.704542807,0.761684109
2115,0.204255712,1.0,0.447930398,0.102891517,0.500896348,0.563381867,0.20658454,0.356006195,0.62877349,0.328273802,0.990264943,0.754147199,0.475511757,0.320581337,0.140345486,0.812856898,0.288920454,0.475034164,0.703161519,0.772142256
2116,0.239731443,1.0,0.447930398,0.103515816,0.505562214,0.567902513,0.207470245,0.356762891,0.629518397,0.337511646,0.991318807,0.713734575,0.475374501,0.319922991,0.141558932,0.827448734,0.293771655,0.474978639,0.703624277,0.806001368
2117,0.252636895,1.0,0.456651677,0.104418997,0.550600247,0.574580299,0.211533878,0.360660861,0.630424595,0.347982729,0.995259318,0.648815608,0.474705332,0.323635035,0.139768808,0.869250983,0.298155051,0.475245585,0.705311409,0.811038908
2118,0.260078477,1.0,0.456651677,0.105197987,0.599519572,0.583221597,0.213813927,0.362716968,0.630420569,0.344350109,1.0,0.697874114,0.474499349,0.336081146,0.13352655,0.840249058,0.286107991,0.475061171,0.709744359,0.809896979
2119,0.256795459,1.0,0.456753617,0.122157642,0.595618553,0.599976681,0.216670721,0.38690918,0.631144063,0.351135312,1.0,0.80121074,0.474482532,0.439350924,0.132196228,0.818874927,0.38005631,0.475650849,0.716655181,0.809677413
2120,0.261155217,1.0,0.593722434,0.13590524,0.588580613,0.605524341,0.221437511,0.721344323,0.635322116,0.34035398,1.0,0.806940522,0.47506683,0.532647059,0.129645567,0.829035488,0.470289395,0.476978313,0.739427698,0.810699289
2121,0.295435996,1.0,0.544802403,0.175073816,0.580113042,0.603188533,0.222809079,1.0,0.639912322,0.373284894,1.0,0.750214243,0.47704271,0.593069045,0.128553564,0.852919321,0.504801161,0.479626668,0.740095815,0.811794982
2122,0.287779515,1.0,0.51325586,0.249226127,0.562596209,0.596562205,0.226645585,1.0,0.64659635,0.46682632,1.0,0.543780582,0.478115047,0.641781908,0.133684966,0.842515769,0.523309026,0.483514238,0.736678027,0.82232927
2123,0.307591361,1.0,0.571022786,0.28052037,0.528585125,0.620767648,0.22113986,1.0,0.656920238,0.464608111,1.0,0.747826594,0.480707263,0.662062986,0.137129446,0.841073227,0.523349301,0.486696519,0.737263399,0.815400778
2124,0.350325352,1.0,0.532031663,0.292300942,0.481757032,0.620610818,0.217471492,1.0,0.67966127,0.462827808,1.0,0.799784239,0.484137647,0.704106915,0.133950045,0.816611783,0.504498146,0.489936007,0.737133608,0.813866627
2125,0.362167405,1.0,0.531404647,0.294767218,0.456938522,0.627926429,0.214462512,1.0,0.694981572,0.460412011,1.0,0.815688763,0.483028343,0.714391293,0.133356061,0.810999432,0.498939451,0.488469455,0.751427644,0.81442794
2126,0.375689528,1.0,0.457439165,0.284112243,0.45383961,0.64126631,0.215706506,1.0,0.688684936,0.455170872,0.997022624,0.576578126,0.480547094,0.711947749,0.132608819,0.887467741,0.481882492,0.486827466,0.803177608,0.691455194
2127,0.375796257,1.0,0.44511938,0.278228742,0.456304075,0.636240797,0.20501457,1.0,0.669286671,0.443494584,0.998754557,0.538767199,0.488768903,0.667163118,0.132734784,0.888359954,0.458762599,0.483179879,0.841733266,0.470667263
2128,0.370050024,1.0,0.44511938,0.246482808,0.455446224,0.63066662,0.201890431,1.0,0.650903479,0.44239437,0.999893353,0.518788947,0.493134668,0.595208065,0.134401753,0.843046386,0.376151263,0.478302204,0.825847185,0.295209781
2129,0.283407766,1.0,0.44511938,0.179243691,0.449653863,0.61140046,0.199087847,1.0,0.638393395,0.430067017,0.989112263,0.515956084,0.492656459,0.496151825,0.126180865,0.893529966,0.311108024,0.47305248,0.811541403,0.226281309
2130,0.252140806,1.0,0.457439165,0.137341611,0.441596308,0.580607346,0.206838101,1.0,0.631890807,0.326971535,0.98542806,0.508612715,0.494939485,0.436470823,0.126277193,0.870081081,0.307140453,0.472919407,0.793454556,0.231813644
2131,0.223284982,1.0,0.45655121,0.136555499,0.464789569,0.580279506,0.203347684,0.388928107,0.630886156,0.331377243,0.984132618,0.73698915,0.49229919,0.477773401,0.131971072,0.910792896,0.306189978,0.47278214,0.776213156,0.224063198
2132,0.212560021,1.0,0.45655121,0.137113529,0.445430949,0.580388102,0.203275049,0.384383367,0.62948211,0.351222317,0.985113741,0.699723844,0.488890485,0.463807142,0.143273577,0.944920185,0.308342586,0.473283992,0.745364077,0.214507453
2133,0.210669607,1.0,0.45655121,0.135502765,0.439487675,0.575322896,0.203331441,0.39004105,0.628172135,0.353847449,0.988146396,0.690921192,0.482364366,0.470719586,0.154573302,0.941150787,0.341147178,0.472824023,0.736890499,0.215667038
2134,0.20633626,1.0,0.45655121,0.135517432,0.446527406,0.571750397,0.203734457,0.39004105,0.629556501,0.349523658,0.986852326,0.70546113,0.47596275,0.465221174,0.155339292,0.949337301,0.355910215,0.473248367,0.734032319,0.209596006
2135,0.200748615,1.0,0.45655121,0.129156026,0.449012841,0.569137888,0.203751567,0.38905807,0.630554843,0.352967082,0.987132398,0.716662022,0.4713476,0.462505542,0.150514552,0.944633088,0.328134577,0.472943987,0.734847174,0.20028523
2136,0.202394532,1.0,0.45655121,0.128427237,0.457515305,0.568665702,0.203665924,0.384886874,0.630349139,0.361508881,0.990330453,0.730773876,0.470120974,0.445512309,0.171132468,0.925692318,0.332585785,0.473148578,0.731972105,0.198156121
2137,0.217214855,1.0,0.448453991,0.120099504,0.460362731,0.569929412,0.206898964,0.374933336,0.630203598,0.346742051,0.988889347,0.761751117,0.469813129,0.429833119,0.198250032,0.920408402,0.319543826,0.473483117,0.71121845,0.19768588
2138,0.236497902,1.0,0.461619245,0.11104914,0.464809731,0.572329744,0.211573214,0.442913727,0.62898356,0.338145448,0.991603824,0.699830311,0.469751675,0.382679888,0.166118959,0.908097427,0.299845732,0.473599963,0.723244786,0.197210086
2139,0.256000199,1.0,0.461619245,0.106608915,0.464547885,0.576973427,0.211883342,0.383902095,0.627310444,0.332542341,0.988442692,0.848150937,0.46942029,0.352035607,0.176239524,0.902552737,0.308079069,0.473985781,0.732843914,0.197420201
2140,0.269666197,1.0,0.462821157,0.103908309,0.449885931,0.583669593,0.203502952,0.633841888,0.626827857,0.33685964,0.990243155,0.853388796,0.469181318,0.341562354,0.179947257,0.900591167,0.303516852,0.474279544,0.726046833,0.196878571
2141,0.278275124,1.0,0.462821157,0.101355066,0.489990018,0.591007739,0.203442308,1.0,0.627609555,0.334538471,0.985906673,0.838813383,0.469166417,0.32854572,0.171418898,0.884033434,0.303278222,0.47449976,0.721439863,0.199832938
2142,0.282251771,1.0,0.462821157,0.101113737,0.48502663,0.593297514,0.204238892,1.0,0.630562164,0.333824,0.986036558,0.807290854,0.468947525,0.325394913,0.155860698,0.826227521,0.370407089,0.474579359,0.723463648,0.213310441
2143,0.301981948,1.0,0.455590038,0.123500753,0.497287806,0.601394878,0.213317303,1.0,0.634930828,0.325028771,0.985266306,0.754257428,0.468717403,0.431217846,0.147136899,0.821503998,0.438795051,0.47481048,0.716095572,0.21488843
2144,0.334704698,1.0,0.461622482,0.178578407,0.484726651,0.603202983,0.211526535,1.0,0.642786724,0.343649727,0.990713035,0.757789504,0.46894905,0.599649815,0.150515757,0.852100106,0.463553101,0.475500584,0.740473881,0.207499542
2145,0.345646439,1.0,0.461622482,0.225736005,0.488900682,0.600628173,0.212405574,1.0,0.654848621,0.365543461,0.990042133,0.817356218,0.470105938,0.666703658,0.153203038,0.863811978,0.480722482,0.477176166,0.764613665,0.199604684
2146,0.376629388,1.0,0.46774716,0.290854083,0.479617345,0.623238888,0.215982577,1.0,0.668516167,0.383513222,0.988330058,0.614083139,0.470740925,0.759190169,0.149556716,0.872270619,0.482464078,0.479725969,0.77317024,0.198895508
2147,0.386122371,1.0,0.46774716,0.374106765,0.457663529,0.612269647,0.215105192,1.0,0.674183923,0.409104646,0.989022463,0.666929104,0.472286591,0.801288498,0.146361955,0.901168744,0.473019273,0.478887059,0.756408297,0.200342299
2148,0.395639918,1.0,0.461622482,0.42725937,0.442766156,0.607995925,0.209747778,1.0,0.674997112,0.452873475,0.986802528,0.906358566,0.47563006,0.805493947,0.145051469,0.953541215,0.457447904,0.479941416,0.753549337,0.217118108
2149,0.394023896,1.0,0.461622482,0.410923145,0.430503129,0.608952297,0.207955306,1.0,0.671954742,0.45408947,0.983402326,0.970781504,0.47182215,0.807838027,0.143468568,0.94873128,0.454407964,0.481411011,0.744425636,0.220810666
2150,0.390240134,1.0,0.467362724,0.397591515,0.430401313,0.615360426,0.209832915,1.0,0.669681838,0.457609661,0.981978835,0.747722698,0.47078841,0.800729591,0.140053512,0.952652763,0.445965795,0.479676608,0.747915026,0.214684311
2151,0.373517266,1.0,0.464042901,0.324049748,0.425002674,0.628002624,0.20042531,1.0,0.659667503,0.458899569,0.980288978,0.748688673,0.470504905,0.789206058,0.138419597,0.945744405,0.424209047,0.47899041,0.74310978,0.199379272
2152,0.34019936,1.0,0.466863159,0.286406843,0.411434902,0.624223204,0.191791976,1.0,0.647469919,0.465623896,0.980098492,0.74855017,0.47071531,0.714663717,0.138841056,0.929811722,0.376815773,0.475537569,0.73881971,0.199557746
2153,0.257593876,1.0,0.482375926,0.216350884,0.407619338,0.607009471,0.198460526,1.0,0.633673577,0.470654666,0.980035568,0.748077767,0.467298042,0.51220422,0.134311666,0.896098153,0.302933034,0.473743838,0.734470417,0.199537582
2154,0.215888305,1.0,0.482375926,0.140941055,0.410845964,0.585243692,0.198251372,0.60117903,0.632238572,0.434490778,0.979783576,0.727256773,0.46638188,0.397823489,0.128164544,0.852916826,0.310950487,0.473208584,0.719650603,0.199395415
2155,0.209200031,1.0,0.467585235,0.185094679,0.413695381,0.583835871,0.206832661,0.391209699,0.629035388,0.399176199,0.980048501,0.667687178,0.46588129,0.55150294,0.129476793,0.855155287,0.317670196,0.473503258,0.699913766,0.19924593
2156,0.206886479,1.0,0.467585235,0.187100772,0.419321186,0.588185737,0.206884247,0.383182757,0.628529009,0.385893709,0.979493117,0.637667765,0.465596984,0.525950521,0.134736019,0.84445592,0.309793559,0.473515664,0.682425317,0.199122207
2157,0.206048286,1.0,0.467585235,0.208113519,0.427976654,0.587931979,0.206912925,0.383686566,0.628339144,0.394071454,0.979397194,0.619102823,0.465311869,0.481248032,0.141313906,0.861085503,0.344592909,0.473587981,0.679979931,0.199396374
2158,0.199397735,1.0,0.467362724,0.186065313,0.436940335,0.58770752,0.206172759,0.38753973,0.628628916,0.403371056,0.979263181,0.682002213,0.465075609,0.540024465,0.168934603,0.861846399,0.334690761,0.473450774,0.679177637,0.200406903
2159,0.195821862,1.0,0.467362724,0.169259895,0.443426135,0.58150484,0.206172759,0.38753973,0.629230488,0.403661005,0.979263181,0.766729558,0.46438457,0.461290839,0.157766367,0.86202667,0.320257249,0.473529185,0.687115431,0.20212482
2160,0.197814516,1.0,0.467813534,0.158427317,0.451083764,0.575525446,0.207340306,0.399261121,0.628586341,0.40594236,0.97892903,0.979078437,0.464713604,0.423534603,0.158624218,0.86917524,0.316146838,0.473148239,0.718912154,0.207225194
2161,0.19524455,1.0,0.462078295,0.154271043,0.442093438,0.569941111,0.203094692,0.399520649,0.628057124,0.386166344,0.978885667,0.993082312,0.467830405,0.404018222,0.161791356,0.882427202,0.308571443,0.474016544,0.709012417,0.198707129
2162,0.202016981,1.0,0.467813534,0.152414933,0.43734375,0.573476742,0.207293613,0.410928294,0.625107429,0.410117043,0.978677195,0.728947687,0.472981624,0.398972546,0.167689432,0.853698397,0.30698964,0.473772013,0.710993721,0.200361329
2163,0.208912566,1.0,0.467813534,0.147070853,0.447437046,0.57967421,0.207269275,0.398734029,0.624757864,0.419158251,0.97877173,0.687139455,0.477919253,0.39976142,0.169655662,0.775410408,0.311802155,0.474398424,0.711648751,0.211227738
2164,0.217653354,1.0,0.467813534,0.145149416,0.460992588,0.57881887,0.207269275,0.389209905,0.624693458,0.410015653,0.978338446,0.720598662,0.484458857,0.393815018,0.172182341,0.742742124,0.292906971,0.475094406,0.693655183,0.22294935
2165,0.223179607,1.0,0.467813534,0.141111826,0.465658285,0.577257411,0.207233549,0.388740478,0.624980279,0.390315028,0.978180696,0.727389025,0.492201545,0.394527379,0.173823364,0.725625847,0.283326955,0.475861369,0.688350807,0.230727761
2166,0.232222689,1.0,0.467813534,0.140718484,0.48005406,0.580323106,0.207285947,0.38734091,0.626358286,0.377342853,0.977757016,0.72429757,0.49480395,0.398653985,0.184079347,0.736715148,0.294728605,0.476624213,0.691624957,0.239323224
2167,0.259123934,1.0,0.462078295,0.224493961,0.49614218,0.590231095,0.203565434,0.404782205,0.629507589,0.423203038,0.977661816,0.951671391,0.49921205,0.417277057,0.174915722,0.734738179,0.379557536,0.477277076,0.705597782,0.318163961
2168,0.291007086,1.0,0.462078295,0.222124645,0.501906571,0.591348927,0.203548946,0.397872908,0.633993254,0.414596,0.977387037,0.950825374,0.499732288,0.614908741,0.167086232,0.762876269,0.408262204,0.477161747,0.70259719,0.388374802
2169,0.326587158,1.0,0.462078295,0.277738994,0.49300427,0.592727743,0.203401963,0.424425094,0.640613929,0.450926009,0.977166354,0.941851802,0.500105347,0.762884001,0.167624692,0.781804899,0.410953542,0.476891521,0.704995227,0.686621577
2170,0.375910819,1.0,0.467813534,0.37797725,0.473368912,0.620209015,0.206942463,0.681395235,0.64561759,0.479206342,0.976992617,0.748937539,0.501983001,0.826755697,0.159339314,0.793039088,0.414680673,0.47754863,0.70365745,0.813581911
2171,0.377084726,1.0,0.462078295,0.447878263,0.44192809,0.620743544,0.203306723,1.0,0.648149599,0.476337977,0.976680149,0.932557158,0.506675773,0.842810023,0.162275726,0.825841903,0.415775414,0.477183746,0.699491811,0.812884538
2172,0.378551168,1.0,0.462078295,0.415456503,0.433751537,0.618687901,0.203193091,1.0,0.654233038,0.46394368,0.976308515,0.945989562,0.507303139,0.834810497,0.165351066,0.823766345,0.410459148,0.47760288,0.689239043,0.813999154
2173,0.376625884,1.0,0.462078295,0.408538056,0.424513556,0.622092765,0.202944935,1.0,0.655189546,0.467258355,0.976106884,0.944757675,0.51531704,0.83665005,0.164800719,0.824310946,0.408110299,0.477910972,0.688686745,0.815430368
2174,0.37719925,1.0,0.466071634,0.42760218,0.413750112,0.621740968,0.204710356,1.0,0.655280144,0.472503561,0.97575905,0.747668735,0.529212379,0.832475245,0.164856992,0.806491112,0.419687546,0.477042098,0.689300415,0.815835748
2175,0.378927013,1.0,0.482526451,0.374784954,0.409998302,0.624522309,0.196854334,1.0,0.651552851,0.467222985,0.975901176,0.746413973,0.561468755,0.803602836,0.166763156,0.819662019,0.398787517,0.477513485,0.685757032,0.813552021
2176,0.351610005,1.0,0.482526451,0.308934839,0.408171173,0.616420115,0.196974182,1.0,0.640662655,0.498451554,0.975517905,0.969422004,0.547880771,0.768187711,0.161676696,0.889712565,0.372152345,0.477260261,0.686633543,0.812766547
2177,0.247688286,1.0,0.467813534,0.190956307,0.405947475,0.609358867,0.206537122,0.707747099,0.629465242,0.491723407,0.97510202,0.969290058,0.519774106,0.478276629,0.158409055,0.884837754,0.343918712,0.476456747,0.684424712,0.813445291
2178,0.202176175,1.0,0.467813534,0.112999768,0.404868759,0.596788383,0.206483914,0.474834357,0.625225973,0.372180979,0.973230837,0.949166507,0.488992973,0.306830674,0.159540533,0.803447001,0.338813919,0.476721472,0.681321726,0.813570172
2179,0.202167832,1.0,0.467813534,0.108033827,0.415139925,0.598174396,0.206499119,0.401108589,0.622847226,0.354823679,0.973139658,0.900929546,0.476275298,0.30236769,0.178640843,0.766245413,0.331930196,0.476946043,0.673585137,0.813427212
2180,0.20998477,1.0,0.466071634,0.104585142,0.419739137,0.600972995,0.204528613,0.401905856,0.622812844,0.360308439,0.972965299,0.707848515,0.469481736,0.299025312,0.231697133,0.804508147,0.371623427,0.477345054,0.672410448,0.813366801
2181,0.21293033,1.0,0.466071634,0.102685982,0.420297093,0.596841448,0.204646579,0.401905856,0.623605983,0.363970838,0.972881113,0.653714992,0.462972169,0.298316572,0.26292167,0.854217622,0.410346647,0.477592957,0.662473221,0.81343939
2182,0.200916043,1.0,0.467813534,0.101871781,0.427397081,0.588941378,0.206601392,0.400363091,0.62433422,0.365016831,0.972371237,0.616308426,0.460416204,0.297415984,0.28139369,0.864409782,0.40612977,0.477426893,0.661099275,0.81235823
2183,0.194549093,1.0,0.482526451,0.100845054,0.430554599,0.580053804,0.196806282,0.394502723,0.625360318,0.366601421,0.972099689,0.656024041,0.458894146,0.309260949,0.226742293,0.856793001,0.302341862,0.478084166,0.664088024,0.812942089
2184,0.193900857,1.0,0.466071634,0.102999628,0.430951246,0.573365111,0.20449151,0.402672976,0.625227385,0.36915827,0.971413627,0.685218001,0.458472579,0.312936714,0.221669005,0.894057722,0.277124361,0.478482917,0.679239255,0.813235073
2185,0.190932328,1.0,0.467983574,0.102968782,0.430736605,0.566895303,0.206470743,0.402193063,0.625597387,0.373113688,0.971260523,0.682982351,0.458098092,0.316233402,0.214398357,0.913024662,0.272253352,0.479179296,0.679827491,0.812903091
2186,0.195957196,1.0,0.461908254,0.101735408,0.425453678,0.567031436,0.202921175,0.400895803,0.625165301,0.366237398,0.97089148,0.888473358,0.458413418,0.31302998,0.209276585,0.917683048,0.269545571,0.479512181,0.677541446,0.814557088
2187,0.199293212,1.0,0.461908254,0.102834667,0.424218747,0.569451894,0.202851766,0.400895803,0.624310684,0.391503902,0.970517308,0.888506239,0.458405269,0.3121362,0.208685188,0.920475399,0.268211369,0.480259341,0.67623093,0.816720775
2188,0.202560836,1.0,0.461908254,0.101333398,0.435699991,0.57436032,0.202750622,0.400895803,0.623328057,0.362421554,0.970328255,0.854376993,0.458679575,0.32112744,0.146716895,0.93833741,0.268174247,0.480917142,0.676049184,0.818740459
2189,0.211863983,1.0,0.461908254,0.100835935,0.476659146,0.577995978,0.202699663,0.404618395,0.622611795,0.364453461,0.970127793,0.856606356,0.460056111,0.327407886,0.140706469,0.876476108,0.266669523,0.481674732,0.676453805,0.817372029
2190,0.220262176,1.0,0.461908254,0.10289983,0.488571582,0.587455029,0.202668785,0.404618395,0.622735243,0.367036467,0.970597761,0.878668089,0.461567247,0.334985028,0.13970361,0.885107275,0.263655608,0.483262325,0.685865279,0.818435468
2191,0.236724348,1.0,0.461908254,0.107492483,0.48684519,0.59773842,0.20267088,0.404618395,0.623018524,0.359119608,0.972997207,0.899232828,0.463626443,0.351475151,0.137899411,0.84997606,0.267362307,0.485829058,0.699523934,0.604595307
2192,0.261729488,1.0,0.461908254,0.13162325,0.486846717,0.614918275,0.202621257,0.407791404,0.626443612,0.349435903,0.97250532,0.906224897,0.464325684,0.45652665,0.134534824,0.847944035,0.267988934,0.486769732,0.704406268,0.695060562
2193,0.353503949,1.0,0.461908254,0.255633767,0.478371377,0.623593697,0.202604252,1.0,0.63674639,0.438754358,0.972336536,0.942033658,0.468936386,0.73995254,0.131865769,0.859649131,0.277617502,0.48735559,0.691578079,0.69119773
2194,0.374722509,1.0,0.460901256,0.473781493,0.453662519,0.629527252,0.20242414,1.0,0.653704507,0.499100609,0.972029359,0.918124033,0.476503361,0.796409627,0.129773196,0.852686753,0.275196146,0.486794912,0.679098641,0.602049574
2195,0.374500073,1.0,0.460901256,0.56088924,0.430886681,0.639751709,0.203131728,1.0,0.660469914,0.506785083,0.972006929,0.847258603,0.485591198,0.839240803,0.129403467,0.855412726,0.26869737,0.488231196,0.685070974,0.572593518
2196,0.377988153,1.0,0.472143536,0.603049456,0.418331708,0.638830957,0.209564005,1.0,0.66064208,0.487715461,0.971471014,0.798596331,0.494628599,0.84780598,0.130166329,0.850206932,0.267018556,0.48925655,0.697986646,0.561176621
2197,0.376417698,1.0,0.460901256,0.590805937,0.420694979,0.636946282,0.209410319,1.0,0.657326818,0.466700624,0.971355342,0.783687037,0.501697725,0.848074981,0.127631824,0.85519309,0.267338109,0.490450169,0.67669454,0.536205941
2198,0.375891735,1.0,0.493146571,0.572505515,0.420331882,0.631544439,0.481577731,1.0,0.655109196,0.456470497,0.971188038,0.58510835,0.505933533,0.843748999,0.129408575,0.837356596,0.262488742,0.490356777,0.671816339,0.471426666
2199,0.367637182,1.0,0.559583055,0.477978443,0.414105124,0.628816291,0.212162693,1.0,0.650158369,0.445834065,0.97092036,0.571911778,0.498933627,0.822646373,0.133480269,0.81827104,0.273839846,0.4885469,0.678155542,0.433484512
2200,0.354089575,1.0,0.540156107,0.378967703,0.41353354,0.629567023,0.203867066,1.0,0.634533343,0.455698211,0.966848481,0.561583642,0.498391529,0.80081219,0.134402361,0.827203239,0.276829229,0.4885287,0.685457913,0.370957412
2201,0.253919911,1.0,0.482526451,0.169930538,0.415689449,0.626594254,0.195525754,1.0,0.622376321,0.442703795,0.965790165,0.552888693,0.501438161,0.501583295,0.135064926,0.84209518,0.280180807,0.484793045,0.687140678,0.341025669
2202,0.19110184,1.0,0.477922967,0.103909354,0.425301378,0.599681215,0.203843075,0.87672432,0.621583633,0.356156152,0.96397016,0.539936983,0.503688428,0.30876319,0.134880492,0.844374572,0.28443242,0.4813229,0.679242305,0.378242865
2203,0.190958684,1.0,0.466976575,0.105600136,0.429822179,0.599326731,0.205746093,0.407774132,0.622130172,0.331462912,0.964116354,0.528001437,0.498191929,0.310144106,0.135483178,0.826469811,0.285642782,0.479091278,0.669677304,0.497314587
2204,0.200604636,1.0,0.466656644,0.105135616,0.433509085,0.59761982,0.205760014,0.407774132,0.622547228,0.329978652,0.96351477,0.516521253,0.508966444,0.310103719,0.134847961,0.835448532,0.290579195,0.478250607,0.660698707,0.633574262
2205,0.202219841,1.0,0.466656644,0.104649616,0.434761106,0.588671695,0.205735973,0.407774132,0.622774171,0.328238576,0.96351477,0.520365835,0.513124629,0.312496062,0.135475488,0.829985565,0.300596204,0.478452892,0.648694219,0.776336406
2206,0.197426045,1.0,0.482526451,0.102672238,0.434831415,0.584141027,0.195516607,0.403362397,0.623448243,0.329228921,0.963136262,0.534551001,0.507262712,0.316583697,0.137304869,0.867732937,0.295202429,0.480488288,0.648340261,0.704374061
2207,0.194399623,1.0,0.482526451,0.101716507,0.442923511,0.576044656,0.195516607,0.403362397,0.624301181,0.326571528,0.962873859,0.546226816,0.495789053,0.321078544,0.138935996,0.912656831,0.301801277,0.481194323,0.652032646,0.547519637
2208,0.189847462,1.0,0.477922967,0.098373276,0.445988031,0.566747748,0.20377616,0.412994529,0.624389947,0.332009839,0.962221875,0.551044598,0.492713113,0.317814672,0.138447459,0.949597733,0.279559452,0.48071747,0.662563924,0.414903456
2209,0.194605594,1.0,0.458126321,0.097888302,0.438945201,0.565461541,0.205019336,0.412957589,0.624401211,0.325951615,0.96203516,0.785888396,0.493231663,0.32048582,0.13720499,0.962354261,0.277710357,0.481391643,0.673328045,0.352674224
2210,0.198902045,1.0,0.460901256,0.097372797,0.436954691,0.563166131,0.22308467,0.41370214,0.623650981,0.315771832,0.961713182,0.763247762,0.495196353,0.314330027,0.138215922,0.963044523,0.277902446,0.482389224,0.671461845,0.37910746
2211,0.203532117,1.0,0.460901256,0.097474766,0.438174966,0.564861065,0.242473079,0.41370214,0.622649491,0.317076461,0.961471398,0.769649452,0.496144501,0.305735942,0.136829465,0.967016091,0.278267826,0.483058205,0.668267104,0.338709278
2212,0.204295006,1.0,0.460901256,0.097865234,0.463196885,0.566908891,0.219570748,0.414231201,0.622051883,0.338565662,0.961203208,0.791597677,0.501881935,0.302378891,0.134523727,0.974485227,0.278796622,0.483904787,0.666371422,0.30909289
2213,0.203333065,1.0,0.46592924,0.095253674,0.466085896,0.565712387,0.213834936,0.412637692,0.622769794,0.346244472,0.960503135,0.683513036,0.495430748,0.301322868,0.136565076,0.895686807,0.278331708,0.484632032,0.664230965,0.317717103
2214,0.204878191,1.0,0.46592924,0.095263124,0.486674006,0.567296297,0.210498634,0.412637692,0.624133151,0.333233496,0.960395962,0.656535525,0.491807997,0.305499519,0.132250764,0.879199305,0.280664261,0.486035569,0.669089722,0.334735477
2215,0.21017747,1.0,0.457622539,0.113232256,0.485787138,0.567818868,0.215041219,0.414101739,0.625166171,0.328907822,0.962939769,0.810358055,0.481343127,0.356246319,0.128182317,0.89539552,0.287136429,0.487525529,0.680346823,0.285083874
2216,0.20846676,1.0,0.46592924,0.170455045,0.476319997,0.568011801,0.209658346,0.503946241,0.627745989,0.359979207,0.963625988,0.675628296,0.486957656,0.461112811,0.127861681,0.901910442,0.28361724,0.490239706,0.682439728,0.355916984
2217,0.276984168,1.0,0.46592924,0.329523527,0.467900502,0.600851016,0.208322468,1.0,0.638937462,0.421485615,0.963191548,0.652070942,0.483219594,0.640730678,0.12712977,0.917341658,0.273480464,0.495655538,0.673405194,0.383631933
2218,0.33414911,1.0,0.46592924,0.462829441,0.45368058,0.607382764,0.207579177,1.0,0.647132931,0.475314643,0.964526623,0.647989431,0.472013241,0.816842511,0.128556857,0.922034206,0.274590973,0.504938631,0.664494563,0.392242769
2219,0.365514279,1.0,0.46592924,0.541011516,0.42470679,0.612499735,0.207516647,1.0,0.655025778,0.480077006,0.966680282,0.647777271,0.4622468,0.844657272,0.130021203,0.909136485,0.276420975,0.512158728,0.656519459,0.380921338
2220,0.377379914,1.0,0.46592924,0.548323516,0.419645309,0.616498013,0.210350271,1.0,0.661842306,0.477765467,0.963722087,0.629689702,0.459838711,0.853834309,0.130465412,0.928538623,0.276592005,0.514947762,0.659363937,0.487732141
2221,0.378615951,1.0,0.460901256,0.528000444,0.418598865,0.618962708,0.20516835,1.0,0.660049004,0.462135112,0.96319425,0.760072084,0.45995832,0.847594265,0.130238565,0.936971994,0.269789351,0.515878008,0.656966276,0.594223776
2222,0.371670529,1.0,0.477922967,0.483002715,0.418959923,0.622176081,0.206808004,1.0,0.6565053,0.460940845,0.96146175,0.602464472,0.46835506,0.832675006,0.131653585,0.963768258,0.270172729,0.514590229,0.65887364,0.817260562
2223,0.368301027,1.0,0.482526451,0.434788707,0.419307986,0.623133508,0.196184371,1.0,0.653380709,0.464057862,0.956974498,0.597282439,0.4795216,0.826974229,0.135931787,0.904664908,0.277872703,0.508322821,0.664423765,0.818630841
2224,0.350147346,1.0,0.477922967,0.377656717,0.418668497,0.619037122,0.202356592,1.0,0.635961959,0.457539009,0.956520083,0.594021418,0.497198683,0.81301705,0.136227151,0.913017853,0.279708157,0.500642818,0.661878062,0.819217426
2225,0.259497105,1.0,0.466486604,0.259328953,0.419847031,0.608870514,0.204110691,1.0,0.627817782,0.453467993,0.954975218,0.6040878,0.492880042,0.598247781,0.136340337,0.907353958,0.276403984,0.488704963,0.658338207,0.818864457
2226,0.195323637,1.0,0.460901256,0.149221702,0.421313592,0.577957081,0.200500406,1.0,0.627661771,0.422550199,0.954454323,0.8406284,0.478068747,0.422443074,0.135170498,0.922957126,0.2799972,0.48259624,0.651149671,0.818999633
2227,0.200807854,1.0,0.460901256,0.236061292,0.423221962,0.582763044,0.200449976,1.0,0.626542184,0.381710609,0.954054726,0.822799585,0.454855639,0.611364549,0.136546555,0.88316539,0.302176481,0.481162659,0.644293175,0.822923823
2228,0.207020519,1.0,0.460901256,0.21334497,0.42454395,0.582708521,0.200446173,1.0,0.625136451,0.369927464,0.953830495,0.782862941,0.451794071,0.527810809,0.138372936,0.884262181,0.327276743,0.481325271,0.639426969,0.817985506
2229,0.204097882,1.0,0.460901256,0.238921493,0.425144408,0.578326666,0.20037963,1.0,0.627076872,0.349149072,0.953300411,0.782282379,0.449622262,0.544424179,0.138146354,0.922365643,0.3267599,0.481663995,0.637609082,0.814401761
