time,AT,BE,BG,CH,CZ,DE,EL,ES,FI,FR,HR,HU,IE,IT,LV,PT,RO,SE,SI,SK
4795,0.606180131,0.867193204,0.222146877,0.457961904,0.321614063,0.880044836,0.069297713,0.360901058,0.76595239,0.824436308,0.237043507,0.671332506,0.165775956,0.498235582,0.253841687,0.824610443,0.415439464,0.55801109,0.524698836,0.304945658
4796,0.606841554,0.86725046,0.214568528,0.441722544,0.365255104,0.875492876,0.070346886,0.359299803,0.766295076,0.825098471,0.237131677,0.476402856,0.169356459,0.502265596,0.253552989,0.825603271,0.413315663,0.561334663,0.502523756,0.290199257
4797,0.586341071,0.866048179,0.214568528,0.448883918,0.417080477,0.882040198,0.070327681,0.359299803,0.765558484,0.826933655,0.237131677,0.451375833,0.177536064,0.54677889,0.255988347,0.797316788,0.411802356,0.57433418,0.503964395,0.277079854
4798,0.593732709,0.864339943,0.216076384,0.450962428,0.393004781,0.884922568,0.070306165,0.359299803,0.76340492,0.813345289,0.236729588,0.443866779,0.171962389,0.502854358,0.26074513,0.776524569,0.411404744,0.627332195,0.496481331,0.279337639
4799,0.60045961,0.864015971,0.219523657,0.453366031,0.542302983,0.890115326,0.070251398,0.359299803,0.763424499,0.783377292,0.236729588,0.460597944,0.169542494,0.498176436,0.267561275,0.702275397,0.409850728,0.576592441,0.517268135,0.256591817
4800,0.592060153,0.863469293,0.235910718,0.464957847,0.389525582,0.889434473,0.070240104,0.357866625,0.768654523,0.767408768,0.236729588,0.450461803,0.162104828,0.495949467,0.272827065,0.684036099,0.38952,0.556256219,0.4876288,0.243562608
4801,0.606870291,0.863343105,0.235596536,0.47939977,0.351104927,0.893254994,0.070240104,0.357866625,0.767432609,0.767735426,0.236712815,0.466001415,0.161715192,0.494582196,0.276458121,0.671683836,0.394346641,0.557035276,0.470289103,0.241196873
4802,0.604410652,0.862877072,0.236396851,0.445483869,0.347408222,0.880911105,0.070238878,0.357866625,0.769109038,0.782187936,0.236547833,0.495122821,0.163300444,0.492247119,0.274389682,0.735920939,0.37456794,0.555666018,0.463327751,0.320380301
4803,0.615565445,0.862328818,0.220079418,0.444441458,0.375728001,0.878440568,0.070238878,0.357866625,0.768234692,0.765886007,0.236298333,0.671610606,0.169485248,0.49049959,0.272378081,0.785166117,0.372363556,0.557435074,0.46830135,0.349818045
4804,0.623203773,0.862505485,0.215368843,0.438587942,0.335818943,0.873883792,0.07039896,0.357866625,0.767636529,0.745121256,0.236298333,0.524361676,0.177019933,0.483701871,0.274311237,0.751527743,0.397486974,0.558037776,0.525477905,0.466354541
4805,0.662194237,0.862298889,0.235161989,0.436426581,0.328112362,0.87370572,0.070900117,0.357866625,0.777248822,0.726637733,0.236141227,0.480649923,0.167554026,0.482716651,0.270372577,0.78563437,0.362081692,0.556457955,0.525310616,0.809554937
4806,0.690022662,0.86218983,0.243106636,0.441461771,0.322271408,0.881245292,0.072960161,0.357866625,0.791660418,0.724559162,0.236141227,0.502956766,0.167030378,0.483849783,0.268939467,0.78310852,0.373608352,0.557101562,0.525549078,0.305180142
4807,0.72206103,0.862190026,0.32738668,0.43732971,0.322786677,0.885926601,0.074729877,0.357866625,0.789072997,0.7052657,0.236141227,0.714590382,0.165419481,0.484184976,0.267040879,0.743617733,0.385583575,0.556847248,0.553380045,0.270242618
4808,0.753489666,0.862553095,0.266966196,0.433023436,0.31412316,0.888967699,0.075752069,0.441149541,0.78332108,0.728905306,0.236165172,0.796924627,0.165947617,0.486375669,0.264526796,0.675952252,0.399076272,0.559321641,0.550327586,0.30481653
4809,0.759561901,0.863985733,0.218080279,0.453946003,0.390342312,0.901811651,0.083436771,0.634661571,0.77128129,0.789908702,0.246471091,0.802263992,0.167043252,0.494796299,0.267224374,0.698289724,0.414823778,0.557349645,0.568984215,0.337851036
4810,0.726289309,0.86647787,0.218880593,0.455912829,0.395932531,0.890362759,0.089276437,0.458531453,0.76413292,0.754243739,0.244600467,0.918536829,0.166421711,0.505866318,0.262985949,0.70182087,0.458060922,0.554388643,0.568813249,0.389564072
4811,0.691836869,0.867373753,0.230891899,0.466517393,0.473588073,0.890705623,0.104167533,0.50680854,0.759974447,0.752226634,0.245233175,0.942001937,0.167555601,0.49979097,0.262218871,0.707139991,0.412465446,0.553401428,0.567129931,0.482775133
4812,0.685559937,0.867510257,0.240500469,0.469860093,0.316624103,0.897746668,0.086467182,1.0,0.760261216,0.74173862,0.243068007,0.962370148,0.168283095,0.492776667,0.25872166,0.674293701,0.403356836,0.554788077,0.549303586,0.379892162
4813,0.686200627,0.867153283,0.214568528,0.487630623,0.394040378,0.899540236,0.079669113,0.411368817,0.761641188,0.764927348,0.250153836,0.761110197,0.165128808,0.50202908,0.264624324,0.647465849,0.42330854,0.55415592,0.560048059,0.316220686
4814,0.682840764,0.870574245,0.216311918,0.493976027,0.460647825,0.905667291,0.076529007,0.358311981,0.758989792,0.787896369,0.387606252,0.759218118,0.164699556,0.498901707,0.264383735,0.711628643,0.428993675,0.551478679,0.560864261,0.267465983
4815,0.654191867,0.880396676,0.216311918,0.528293642,0.490006869,0.909789704,0.074379182,0.394657505,0.760371268,0.778363581,0.294865396,0.691679817,0.171256142,0.496356525,0.259227897,0.724290576,0.421506611,0.550135139,0.581896376,0.256698263
4816,0.638626344,0.901206904,0.212800167,0.529707196,0.387418721,0.916864738,0.073482082,1.0,0.760228599,0.764354935,0.241108218,0.697871485,0.166060286,0.48559361,0.259865625,0.720011587,0.425763973,0.548108462,0.632651391,0.242434709
4817,0.629843573,0.901357225,0.21956115,0.495429958,0.398033904,0.905395904,0.069518632,1.0,0.761599257,0.749780999,0.236413049,0.759030942,0.162604735,0.47197248,0.260415811,0.643040944,0.3953868,0.547552896,0.682617485,0.235735585
4818,0.628772918,0.900190679,0.21956115,0.505024997,0.352865076,0.902896243,0.069102487,1.0,0.763503048,0.757164695,0.240930993,0.73761533,0.16195454,0.476014181,0.261346242,0.659144211,0.400620645,0.546774261,0.805388748,0.352084336
4819,0.637765411,0.89572282,0.212800167,0.482556158,0.314011267,0.901722109,0.07016463,1.0,0.763046784,0.785656603,0.232557197,0.673997627,0.161248489,0.492425203,0.262085664,0.703500531,0.443374576,0.546072023,0.778871407,0.263771942
4820,0.630050036,0.860969981,0.212800167,0.472990058,0.316273067,0.891891206,0.070153425,0.507196333,0.758002879,0.77825108,0.23248957,0.713744039,0.160788147,0.481595552,0.262548049,0.754389877,0.424302797,0.545722612,0.756360654,0.24920951
4821,0.607794439,0.858942771,0.212800167,0.445152331,0.305030908,0.88878529,0.070153425,0.357753744,0.757329443,0.784680279,0.23248957,0.619031339,0.160647022,0.479142069,0.262080739,0.770811418,0.40319128,0.545261574,0.675026647,0.258745413
4822,0.604289068,0.858831012,0.212800167,0.46052579,0.309384997,0.889239379,0.070153425,0.356994451,0.758793683,0.793483478,0.23248957,0.668375797,0.161201241,0.478316451,0.264423996,0.79424725,0.408866884,0.547792239,0.63432856,0.262902259
4823,0.592717431,0.856008246,0.216311918,0.438802774,0.319121843,0.888462541,0.070153425,0.356860502,0.759803175,0.836748252,0.232488229,0.759764072,0.161372673,0.475237569,0.269051657,0.756984583,0.392959963,0.553476227,0.629530915,0.247536473
4824,0.591204447,0.855031283,0.212800167,0.429459168,0.315370385,0.89049528,0.070153425,0.356860502,0.761251769,0.856688211,0.232488229,0.759592338,0.163061261,0.486286702,0.268791308,0.781798533,0.38038913,0.563881807,0.57044683,0.351671175
4825,0.62456514,0.855702139,0.212800167,0.471079462,0.325641536,0.889055567,0.070153425,0.356860502,0.762386313,0.864937734,0.231260782,0.674643876,0.166333436,0.509553238,0.269607567,0.810349932,0.362928985,0.571173145,0.503029807,0.350078011
4826,0.613931407,0.856417482,0.212800167,0.468472615,0.358741619,0.886790598,0.070121282,0.356860502,0.758235217,0.825449897,0.23114162,0.71474379,0.175736838,0.516559192,0.267943756,0.846974566,0.35785028,0.555873689,0.627329929,0.348265281
4827,0.644917992,0.857091112,0.212800167,0.493283691,0.351536184,0.897429528,0.070121282,0.356860502,0.754644152,0.788948921,0.230672402,0.729508822,0.242689249,0.5270933,0.270113121,0.789687045,0.355191653,0.551653554,0.638768683,0.347988785
4828,0.670704368,0.856090385,0.212800167,0.53680318,0.366211354,0.884208411,0.070121282,0.356860502,0.753796861,0.735016725,0.230670273,0.564253111,0.243433755,0.528270115,0.268136838,0.744286415,0.350712691,0.546834571,0.688166215,0.353816982
4829,0.656966154,0.856009109,0.212800167,0.594783534,0.417061723,0.880630356,0.070121282,0.357111384,0.759031341,0.746109713,0.230586536,0.775698797,0.254637174,0.575656666,0.266773851,0.727211223,0.344641704,0.545437511,0.68823123,0.350425506
4830,0.670169528,0.85523992,0.212800167,0.661957551,0.40357105,0.878464289,0.070121282,0.357111384,0.762716518,0.769044872,0.230586536,0.704860927,0.225924892,0.562252785,0.259011773,0.709451262,0.355860707,0.545037562,0.688223747,0.349370812
4831,0.678458269,0.855619433,0.22039602,0.443695008,0.324324289,0.890463176,0.07004794,0.356994451,0.756684311,0.759573387,0.230462864,0.74542818,0.174658584,0.520262224,0.262501616,0.681088717,0.363979393,0.547616732,0.688076313,0.355058256
4832,0.688696644,0.856732423,0.228675333,0.512353825,0.337220117,0.90400994,0.07004794,0.356860502,0.758474962,0.767649872,0.230435322,0.769022566,0.166284894,0.524249337,0.261480253,0.708793074,0.365462321,0.544623474,0.689063865,0.38939079
4833,0.653091643,0.857722609,0.250342893,0.451293975,0.333485094,0.90353827,0.070044918,0.366000875,0.761705043,0.76938338,0.231984061,0.776649746,0.165949274,0.627444376,0.255646318,0.657467969,0.362694485,0.546419551,0.596456307,0.515188539
4834,0.639033546,0.857764343,0.235069274,0.465812094,0.335443572,0.900959198,0.070044918,0.396482308,0.757837924,0.78342893,0.233264589,0.752887311,0.196310416,0.536287596,0.257684213,0.688978556,0.358015821,0.546459513,0.529841193,0.543776967
4835,0.66434026,0.863844458,0.226317299,0.568376409,0.323045165,0.898702361,0.070011676,0.417496661,0.754899017,0.841683372,0.232702579,0.626234819,0.175012009,0.670912995,0.254828176,0.662926234,0.366405869,0.544755495,0.548128186,0.59244771
4836,0.655569941,0.880061978,0.236188976,0.60420673,0.338178749,0.901273357,0.069998748,0.504423869,0.752514664,0.842146812,0.231940083,0.697667002,0.17293028,0.766985004,0.256501502,0.687565669,0.37275975,0.543447976,0.587877759,0.837994372
4837,0.693627824,0.87544135,0.227117614,0.789383647,0.382227747,0.913018938,0.069998295,0.447239064,0.748507485,0.835828529,0.230484961,0.776649746,0.165749257,0.779426206,0.257953938,0.682605518,0.369307132,0.544523012,0.635156597,0.757121085
4838,0.696634167,0.873591994,0.237883973,0.710006139,0.400405582,0.918130124,0.067718143,0.496470372,0.748950187,0.848650123,0.23014839,0.776649746,0.167206901,0.643504235,0.259607413,0.673028792,0.372154648,0.548889913,0.851443138,0.53456243
4839,0.689702829,0.877533658,0.306734046,0.730447948,0.53678295,0.91578738,0.072550808,0.938838966,0.750503443,0.869900492,0.230545151,0.767715145,0.178818552,0.648358705,0.259417402,0.701295445,0.366840848,0.548265348,0.720464343,0.325143451
4840,0.718976041,0.864268346,0.251624989,0.814933058,0.533912371,0.918703235,0.066027323,1.0,0.754694261,0.87051672,0.281952728,0.738763126,0.172207449,0.73514105,0.264830033,0.677735429,0.362511242,0.547910454,0.656413476,0.313090978
4841,0.700691807,0.877457686,0.224180233,0.740543983,0.314375969,0.913755432,0.072550808,0.723006088,0.752511214,0.825478181,0.229824421,0.762234701,0.177179969,0.624807991,0.27752807,0.661672428,0.363671529,0.544098406,0.578366845,0.260163286
4842,0.695131263,0.884059233,0.226820999,0.623894444,0.332359439,0.909510503,0.067664608,0.426728239,0.751436853,0.846583129,0.228954911,0.74177764,0.279628834,0.664379,0.289417039,0.644111631,0.396324841,0.541771596,0.526353534,0.246381725
4843,0.71125493,0.85829321,0.212800167,0.635757782,0.31941662,0.905705624,0.069507904,0.476288347,0.748101748,0.814751436,0.229507738,0.763663984,0.180689955,0.513835236,0.286333964,0.683874247,0.396724954,0.54155032,0.511705122,0.256657855
4844,0.759049789,0.8577201,0.212800167,0.573915502,0.321248076,0.902670478,0.069507904,0.731755414,0.747016295,0.797729385,0.228292967,0.76182341,0.185733944,0.581459868,0.26968613,0.694548843,0.410128506,0.546429644,0.519111197,0.263426749
4845,0.673172454,0.852474295,0.211355467,0.527528067,0.597775802,0.900411853,0.069449176,0.974431722,0.75257962,0.781111944,0.226818958,0.760353012,0.195968113,0.601775208,0.264919081,0.69327518,0.371995108,0.545950341,0.511277273,0.293595721
4846,0.637358701,0.852039588,0.211355467,0.475769398,0.603837536,0.898653581,0.069433959,0.821354432,0.75811965,0.778976072,0.226773599,0.768328688,0.205186263,0.498737383,0.264708086,0.806809786,0.404760349,0.544594631,0.525632515,0.308753424
4847,0.661198141,0.849291451,0.211355467,0.469651808,0.782125346,0.909707656,0.069433959,1.0,0.753756755,0.818155157,0.226558885,0.774225112,0.195367853,0.466888401,0.265407823,0.787170172,0.405676537,0.542817205,0.471899559,0.262359544
4848,0.646072534,0.847887672,0.211355467,0.446818756,0.394745685,0.906085021,0.069433959,1.0,0.774285011,0.820843486,0.226558885,0.76849007,0.185765552,0.465661,0.273908294,0.716013495,0.399948748,0.548757788,0.472855871,0.241141882
4849,0.645602963,0.847792034,0.226820999,0.452137284,0.502133521,0.918277303,0.067653094,1.0,0.753072824,0.817911315,0.228400156,0.776649746,0.186340604,0.475025452,0.275575941,0.788108276,0.353888352,0.553787264,0.475490495,0.231677308
4850,0.660919387,0.848264358,0.226820999,0.440490422,0.469101538,0.904856387,0.067653094,1.0,0.748763119,0.80806919,0.227735785,0.769046059,0.178827444,0.477849874,0.272078903,0.698652133,0.355399376,0.592748503,0.511398122,0.23801876
4851,0.670346719,0.84847911,0.224180233,0.427412843,0.364618692,0.894344888,0.072550808,1.0,0.753778532,0.767838175,0.22923857,0.770901109,0.170747823,0.499085876,0.276691389,0.776370711,0.352010027,0.571857624,0.529656642,0.233483618
4852,0.665137498,0.850547695,0.226820999,0.447072159,0.624025997,0.906725336,0.067653094,1.0,0.772602438,0.794484019,0.227735785,0.770322995,0.168762023,0.499982027,0.278271649,0.725984678,0.352170861,0.559527014,0.642408652,0.232295346
4853,0.66102289,0.858835386,0.211355467,0.46847896,0.416536683,0.897114428,0.069433959,1.0,0.773889162,0.809700732,0.225516374,0.648367818,0.163832994,0.488869113,0.276938269,0.702715386,0.356459432,0.554323908,0.646855414,0.230327205
4854,0.704909031,0.857109103,0.211355467,0.456771798,0.468486481,0.905884658,0.069433637,0.594937437,0.774747047,0.802758687,0.225238173,0.665550663,0.162356137,0.492585343,0.288839282,0.692818951,0.358737877,0.549758484,0.63637432,0.221237414
4855,0.711812011,0.851065492,0.211355467,0.524730428,0.331506972,0.907180596,0.069433637,1.0,0.74528199,0.873585555,0.225238173,0.655496654,0.163564534,0.664032667,0.310399532,0.710619021,0.363191023,0.55142426,0.659644019,0.256835424
4856,0.726080016,0.864259149,0.211355467,0.507841695,0.443557208,0.913333544,0.069367035,0.461735055,0.74526089,0.854449977,0.225164412,0.651217767,0.16328696,0.632111683,0.317943507,0.731168937,0.357467505,0.554181547,0.774989204,0.266204878
4857,0.709693239,0.869781224,0.211355467,0.50794107,0.327464195,0.904589906,0.069367035,0.389878102,0.74596223,0.826134084,0.227685824,0.624889666,0.163898658,0.64180174,0.300882576,0.68007073,0.351022512,0.547802848,0.7383283,0.273273692
4858,0.728846315,0.873964779,0.211355467,0.65458481,0.314619279,0.912665078,0.069250359,0.705593748,0.751019464,0.854901202,0.229608385,0.612928931,0.164573584,0.71084446,0.293021082,0.627333223,0.359909142,0.54850009,0.643465814,0.242636543
4859,0.756425093,0.868830244,0.211355467,0.742859763,0.3117595,0.914593156,0.069227175,0.904849685,0.770501018,0.87536752,0.288032556,0.771355082,0.163656752,0.7823877,0.268691968,0.63161872,0.363380422,0.545143273,0.771680729,0.25394162
4860,0.78214365,0.875567274,0.211355467,0.726706115,0.300932671,0.928102307,0.069227175,1.0,0.778389755,0.871905358,0.526907253,0.750011525,0.170388936,0.784978997,0.26221944,0.642187194,0.393245911,0.542477905,0.668094377,0.257096623
4861,0.744339436,0.864507502,0.211355467,0.866409177,0.300327376,0.933668198,0.069224156,1.0,0.786901053,0.863869163,0.386614362,0.81429554,0.173596423,0.791097075,0.26275532,0.6402232,0.374106493,0.538932956,0.742962463,0.290922997
4862,0.773812273,0.869043881,0.19940898,0.744489545,0.300645551,0.935026318,0.067423089,1.0,0.784729648,0.870085901,0.254499193,0.635873612,0.177189842,0.769411007,0.260422774,0.642582454,0.377313884,0.535601746,0.64843976,0.328354729
4863,0.790899383,0.911950129,0.221232965,0.83840205,0.306874139,0.932770294,0.065841997,1.0,0.758723297,0.882721952,0.248487615,0.70121919,0.16381157,0.773625456,0.259928424,0.627313616,0.392170592,0.538476735,0.713046459,0.389616494
4864,0.737945684,0.876642663,0.211798453,0.802657696,0.30578027,0.923058163,0.071140582,1.0,0.751894793,0.894486352,0.235869906,0.616570693,0.162122435,0.775472927,0.258201158,0.634793271,0.388513622,0.538061858,0.547818995,0.600879384
4865,0.683199798,0.851689156,0.211355467,0.89982488,0.306208737,0.924686518,0.069048309,0.959662941,0.74883023,0.891845226,0.223862527,0.584317726,0.159462134,0.764244836,0.25526891,0.601772959,0.373444355,0.533507018,0.488902136,0.673664519
4866,0.66424848,0.854297418,0.211355467,0.911436679,0.303913474,0.928953875,0.069048309,0.857513759,0.75219504,0.894600459,0.223623532,0.476048498,0.159364398,0.718513281,0.25505388,0.627542228,0.361083908,0.531324355,0.482813546,0.590901156
4867,0.694831879,0.855384535,0.214513408,0.671020287,0.336408038,0.93507175,0.067746391,0.673815908,0.745016002,0.882245575,0.224240728,0.668966451,0.159392128,0.68478035,0.257306464,0.684294892,0.370794968,0.531200736,0.478797581,0.62552408
4868,0.654940883,0.864649881,0.214513408,0.593412598,0.311593817,0.934312092,0.067746391,0.681438534,0.753940196,0.867703623,0.224052471,0.66717678,0.159196291,0.526030472,0.259702568,0.669155097,0.405520667,0.530849645,0.491767872,0.822971314
4869,0.643383657,0.865563417,0.211355467,0.577523239,0.306477672,0.940609659,0.06904521,0.488621181,0.786425343,0.827979545,0.222895997,0.442830585,0.160297859,0.527209215,0.257676964,0.715289573,0.406101559,0.531491223,0.472319157,0.819967578
4870,0.644910104,0.846876598,0.211355467,0.540654869,0.306640131,0.931692768,0.069033811,0.383519906,0.784429245,0.816768404,0.222754615,0.445680929,0.160317712,0.499116768,0.2563152,0.697488994,0.353585647,0.531663668,0.480468537,0.816211457
4871,0.632951357,0.845790518,0.211355467,0.535786563,0.30650311,0.929363786,0.069033811,0.375879233,0.768721725,0.814548606,0.222754615,0.455208065,0.15928842,0.516376338,0.259099146,0.683950466,0.35333089,0.533044402,0.466731168,0.80947406
4872,0.608579654,0.846837046,0.211355467,0.60019955,0.33872074,0.92856691,0.06896917,0.393133973,0.754001326,0.824051669,0.222754615,0.450828819,0.161498846,0.53613154,0.258089964,0.739463125,0.360871677,0.536124748,0.467546132,0.80937808
4873,0.63117325,0.849823315,0.196825621,0.515060965,0.321756913,0.917482786,0.06733946,0.387913629,0.747317908,0.83866992,0.223766939,0.470882287,0.160753463,0.534246923,0.266518536,0.758802504,0.366081982,0.538615014,0.472762484,0.482396032
4874,0.658840027,0.854865165,0.196825621,0.536749563,0.317770063,0.913034201,0.06733946,0.385800884,0.738403028,0.82837819,0.223299799,0.480794356,0.160027743,0.538008254,0.263623371,0.74831677,0.361286529,0.541943704,0.472389986,0.280226186
4875,0.671762586,0.857481661,0.211355467,0.658198162,0.328177135,0.905588772,0.068963377,0.402444107,0.738897534,0.837374577,0.222625797,0.500564535,0.160435758,0.561408182,0.263113005,0.724839179,0.359994639,0.537177476,0.513048359,0.248049592
4876,0.685235631,0.868695595,0.211355467,0.675957889,0.335870691,0.912098331,0.068963377,0.406862047,0.742051775,0.799092706,0.222625797,0.553485815,0.161978551,0.549083671,0.267333206,0.757892161,0.36261597,0.535830759,0.520196453,0.338258538
4877,0.724453332,0.887023804,0.211355467,0.580281198,0.337309394,0.913184174,0.068963377,0.386076399,0.74421142,0.794850986,0.222625797,0.639889428,0.160941317,0.571882431,0.260073239,0.717217193,0.365355874,0.539113844,0.520460011,0.262312929
4878,0.740349895,0.90148557,0.214513408,0.535193871,0.33360498,0.920916254,0.067682449,0.371322436,0.751202229,0.785791679,0.222620687,0.620727551,0.161147579,0.623888652,0.263645215,0.65236138,0.351887043,0.55371523,0.513782147,0.308158207
4879,0.700296147,0.894351334,0.211355467,0.541068211,0.391648813,0.92009612,0.068963377,0.350976106,0.751552821,0.827043058,0.221200274,0.663949293,0.163945997,0.649249126,0.265526729,0.659137131,0.377763261,0.548808178,0.512447494,0.368896831
4880,0.699500668,0.873732793,0.211355467,0.50442591,0.36832953,0.922364604,0.068830059,0.351057327,0.75225776,0.784512467,0.220763234,0.755719929,0.168721294,0.688275556,0.287954554,0.614119463,0.400402873,0.533543444,0.511693169,0.6983342
4881,0.687047843,0.859972657,0.211355467,0.557323758,0.350601281,0.923738994,0.068830027,0.354563968,0.749168948,0.821061967,0.220756911,0.755891195,0.188384217,0.728279504,0.27013505,0.621133988,0.404294716,0.533126412,0.517294428,0.857663379
4882,0.722441322,0.848811447,0.211355467,0.708991701,0.3236412,0.922049506,0.067112221,0.402936133,0.757105524,0.835670945,0.221086084,0.756667114,0.182744066,0.782324751,0.263405072,0.62755347,0.390728929,0.527913316,0.514315884,0.846982549
4883,0.740883365,0.871208649,0.211355467,0.81949574,0.313720083,0.923024259,0.067109853,0.528757804,0.766656682,0.829213636,0.220820357,0.758038393,0.288308816,0.80819231,0.258834371,0.616526445,0.386256891,0.531028792,0.510115386,0.932425833
4884,0.855562879,0.885074686,0.196825621,0.833459112,0.326189472,0.919163143,0.06720686,0.513984082,0.763791904,0.820247419,0.22188927,0.756722095,0.318914601,0.796120725,0.261740277,0.618349045,0.377962531,0.526259635,0.52900342,0.931904002
4885,0.854260453,0.900131106,0.211355467,0.738437974,0.313898333,0.922977182,0.067096544,0.499562381,0.771838415,0.818205431,0.219852224,0.759472667,0.160070206,0.775570381,0.267125782,0.637845966,0.388424561,0.524563391,0.579430735,0.573718177
4886,0.864996672,0.935582138,0.211798453,0.699755507,0.308551645,0.921649864,0.070844802,0.469865267,0.779992476,0.814840665,0.236886244,0.76143039,0.168641185,0.694411658,0.273650184,0.631722289,0.389811806,0.524600161,0.515739363,0.514149774
4887,0.819328039,0.930035262,0.211798453,0.748877123,0.309932932,0.938135493,0.070844802,0.473046158,0.741867014,0.818139609,0.277608063,0.757893452,0.313915322,0.79579997,0.273719866,0.649782141,0.374995165,0.524216468,0.515222728,0.943227139
4888,0.814334302,0.884997236,0.196825621,0.742903297,0.33586468,0.934272595,0.067002603,0.453860515,0.737317777,0.847559507,0.237518286,0.688106573,0.234265204,0.810101706,0.277806928,0.656243313,0.356016268,0.529646059,0.493444782,0.932534007
4889,0.713405364,0.869965287,0.199349241,0.722192901,0.338136236,0.9229098,0.067017043,0.400445859,0.741063798,0.859019828,0.218437278,0.565774052,0.164763418,0.714385089,0.279608029,0.645267433,0.345515114,0.530675576,0.466206077,0.702961461
4890,0.704582271,0.854642158,0.199349241,0.685712764,0.32417553,0.913323926,0.067005738,0.373184035,0.744820621,0.875695544,0.218169343,0.522357973,0.160845931,0.563144609,0.282642482,0.645978236,0.349265209,0.523132862,0.461789978,0.415482373
4891,0.76385327,0.837366493,0.209157477,0.588753505,0.306441103,0.924500699,0.067148981,0.346692597,0.740957398,0.822972076,0.218809566,0.524929049,0.159224403,0.508549083,0.275242538,0.634046408,0.348509566,0.522269391,0.459848238,0.365818953
4892,0.810723681,0.841017143,0.209157477,0.485213816,0.300618548,0.91344047,0.067144032,0.347194705,0.739324419,0.817151527,0.218809566,0.493896011,0.159076507,0.482421777,0.272567274,0.624306924,0.34863911,0.522431321,0.47158883,0.363105584
4893,0.81573971,0.837989751,0.208809703,0.437149413,0.300900347,0.911687122,0.068598365,0.349772049,0.741521363,0.836324326,0.218466755,0.545910732,0.159249159,0.45940885,0.268125436,0.621153721,0.350048925,0.523443958,0.490801837,0.363813935
4894,0.805852823,0.839148157,0.208809703,0.414541137,0.30273502,0.91342107,0.068598365,0.347799751,0.744783373,0.778252379,0.21836991,0.550425442,0.159752458,0.45381778,0.266701334,0.624575745,0.35450528,0.525232958,0.53888535,0.358060892
4895,0.796554112,0.836150778,0.208809703,0.418927659,0.310329141,0.915204091,0.068578742,0.347799751,0.741061798,0.786246144,0.218332703,0.56605815,0.159228077,0.449318844,0.26565486,0.627243567,0.362312723,0.52831482,0.53684719,0.355646058
4896,0.773363065,0.835176751,0.209157477,0.404061544,0.438816981,0.909798489,0.067135624,0.346441715,0.741710466,0.785371237,0.218698224,0.533896579,0.160003446,0.467601988,0.264474063,0.618922635,0.362869884,0.530222671,0.524552674,0.338847621
4897,0.750135352,0.836641841,0.209157477,0.407301439,0.451505097,0.906754139,0.067135624,0.346441715,0.745593578,0.762344567,0.218694599,0.76180587,0.159797512,0.487570371,0.266880509,0.649881771,0.362440918,0.533151202,0.53170957,0.310011636
4898,0.711832187,0.836932667,0.199349241,0.400408916,0.768129347,0.904913479,0.066970535,0.347099722,0.745082695,0.764460188,0.217829334,0.511092139,0.162086024,0.522977667,0.270163043,0.605164164,0.363790935,0.537481937,0.532570074,0.26583341
4899,0.715980244,0.838300504,0.209157477,0.397620849,0.313930818,0.90594219,0.06711862,0.346441715,0.749130126,0.752727441,0.217973937,0.693515302,0.161029321,0.526950552,0.266170771,0.670904948,0.35822273,0.545818977,0.533749751,0.257159323
4900,0.727346332,0.843942002,0.209157477,0.39483995,0.315212461,0.904830125,0.06711862,0.346441715,0.746592671,0.708950836,0.217782048,0.673230964,0.160348975,0.541895968,0.264082007,0.732351028,0.352508621,0.54934894,0.569755234,0.239632132
4901,0.74141364,0.85616677,0.209157477,0.392330075,0.354928001,0.900985282,0.067098036,0.346441715,0.746366292,0.719456718,0.217706949,0.619815405,0.161195901,0.554246472,0.263703895,0.62799588,0.343920096,0.560084,0.568392071,0.247404313
4902,0.717350286,0.868034657,0.209157477,0.392544073,0.377116561,0.897115675,0.067082352,0.346441715,0.744352389,0.713067779,0.21752722,0.555341357,0.184842445,0.557980367,0.259860928,0.600507075,0.35824829,0.548700256,0.61316189,0.25499748
4903,0.724927397,0.854972258,0.209157477,0.412898941,0.780969645,0.901027046,0.067066801,0.346441715,0.746382705,0.730162456,0.217447325,0.476130812,0.204192874,0.553069615,0.26022019,0.606848221,0.398070585,0.549572104,0.597277864,0.274301837
4904,0.739716967,0.839553627,0.209157477,0.44627295,0.45506426,0.90191989,0.067066801,0.34591725,0.747706157,0.729477585,0.217418818,0.515113409,0.18657343,0.559267948,0.272462858,0.608773089,0.397310138,0.548093118,0.636206512,0.290898513
4905,0.762382391,0.853647779,0.209157477,0.464788516,0.37757834,0.911214863,0.067066801,0.34591725,0.74943898,0.725107437,0.222937712,0.669300524,0.162168586,0.576920311,0.265263001,0.628338351,0.38814318,0.533589683,0.631031379,0.365814272
4906,0.750915991,0.860154173,0.209157477,0.475759353,0.355463695,0.908846642,0.067066801,0.34591725,0.793770517,0.745373243,0.228113414,0.506728561,0.165186473,0.572362539,0.263196209,0.616183011,0.35350316,0.538126659,0.62657533,0.462412036
4907,0.757528887,0.873308721,0.199349241,0.486482383,0.407144421,0.911428204,0.066873639,0.347005123,0.804026838,0.781257478,0.256360436,0.590730311,0.161126279,0.562147326,0.261862988,0.626599191,0.358584718,0.534324786,0.631891823,0.805505835
