time,ES,DE,AT,FR,IT,CH
0,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
1,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
2,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
3,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
4,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
5,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
6,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
7,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
8,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
9,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
10,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
11,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
12,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
13,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
14,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
15,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
16,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
17,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
18,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
19,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
20,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
21,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
22,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
23,1.0,0.7270946309840155,0.3432278938497108,0.8387068849914244,0.32522013361155105,0.6382814050618576
24,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
25,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
26,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
27,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
28,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
29,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
30,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
31,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
32,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
33,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
34,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
35,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
36,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
37,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
38,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
39,1.0,0.7259586241137138,0.343132198884944,0.8311686070992539,0.32128106239512033,0.6337412959273343
