time,max_load
0,0.8378500737151773
1,0.8288788725591114
2,0.8239432461922768
3,0.819678678301516
4,0.811997446578727
5,0.8101471576664109
6,0.8112739945167092
7,0.810435495203747
8,0.8133717617750433
9,0.8174698044577353
10,0.8201170705958931
11,0.8222007853450256
12,0.8244276709661396
13,0.8271219748549246
14,0.8283252111100994
15,0.8327328364595351
16,0.8387721234404782
17,0.8480571053433096
18,0.8541098439262651
19,0.8563943373623454
20,0.85706844829883
21,0.857421116267405
22,0.856506669810195
23,0.8558915526321396
24,0.8521940993298859
25,0.8477127083369472
26,0.8436266558861968
27,0.8394201594512847
28,0.83816718890974
29,0.8450276926995359
30,0.8564847333158949
31,0.8640555334693751
32,0.8708413154688378
33,0.8742719932094042
34,0.8750812956117894
35,0.8756120891948468
36,0.8754272787314635
37,0.8749389496976125
38,0.8749290209817697
39,0.8762720435179343
40,0.8768683952691273
41,0.8779978016615194
42,0.8782784421595116
43,0.8782235383400729
44,0.8766732840414244
45,0.8747221245976533
46,0.8730962708115726
47,0.8708645594472708
48,0.8630819050018872
49,0.8502067801547584
50,0.8453176519533026
51,0.8397869447074783
52,0.8377171772840836
53,0.8413732315138269
54,0.8523313962871294
55,0.8631246343027914
56,0.8656135465333744
57,0.8720821123296973
58,0.8729895899823245
59,0.8734068768957279
60,0.8744431997206217
61,0.8740291674048064
62,0.8743229563160849
63,0.8732005633638475
64,0.8731744696832499
65,0.8744057014939555
66,0.8739659421906328
67,0.8708180939755618
68,0.868825878603705
69,0.8683163401010955
70,0.8676193675344285
71,0.8646107192020185
72,0.8567230145731368
73,0.8501666955901237
74,0.8508803007064621
75,0.8503896529254904
76,0.8520976480960364
77,0.8589171374154236
78,0.8681033465794237
79,0.8725450237419476
80,0.8735273297305802
81,0.8745490867376015
82,0.8743897533501919
83,0.8741664707442091
84,0.8746197875169924
85,0.8751031163793014
86,0.8749060641798978
87,0.8730972923925157
88,0.8731885996056393
89,0.8739845791115748
90,0.8762570178762725
91,0.8773918823527648
92,0.8774977651721955
93,0.8750820017171627
94,0.8725316830862727
95,0.8701556827968794
96,0.8648433811346925
97,0.8592830155330425
98,0.8530034501026552
99,0.8493418629569307
100,0.8505639207318213
101,0.8577785326265323
102,0.8658144109611312
103,0.8716345539693243
104,0.8737451568376967
105,0.8742680022586551
106,0.8751814998870087
107,0.8766605925046773
108,0.8762581106429345
109,0.8770442215709033
110,0.8773318416177768
111,0.8756112582894027
112,0.8780738403145885
113,0.8810905045334818
114,0.8823979754837623
115,0.8818464969819162
116,0.881771943398402
117,0.8818617571441244
118,0.8808678006428241
119,0.880652147729269
120,0.8791326193029774
121,0.878035156483512
122,0.8784117431322681
123,0.8776282901990438
124,0.8768381662565672
125,0.879944742294373
126,0.8838524087486576
127,0.8834083185447603
128,0.8831799940492191
129,0.8843474600835146
130,0.8848244164775979
131,0.885515030383535
132,0.8861969729451806
133,0.8865192356214504
134,0.8866134113129768
135,0.8860418448206117
136,0.8870504945413673
137,0.8878258414979557
138,0.8881743478972048
139,0.8889627065684902
140,0.888693568329949
141,0.8866105188735615
142,0.8865040373537081
143,0.8853754139836681
144,0.8820496108770893
145,0.8781778453960666
146,0.8750278767170888
147,0.8719964936125407
148,0.8713984368564146
149,0.8746261146804182
150,0.8780040641730684
151,0.87878680636128
152,0.8799468800768183
153,0.8817134170586411
154,0.8824148378258609
155,0.8844747242855402
156,0.8857833351756078
157,0.8865936753778672
158,0.8850103139163938
159,0.8844524298036868
160,0.8844268124011668
161,0.8854610605364825
162,0.8883815633894473
163,0.8899817083101356
164,0.8881920453556891
165,0.8880925806051252
166,0.886316981000457
167,0.8862300132395765
168,0.8847286992217578
169,0.8842153061563364
170,0.8797965532360376
171,0.8728980136535883
172,0.8737062805371894
173,0.8802721734747774
174,0.8872165383098748
175,0.8896572884887686
176,0.8908834390776157
177,0.8916658900789578
178,0.8913550547326384
179,0.8898149805253766
180,0.889642294439572
181,0.8902431993073197
182,0.8892872621508967
183,0.8874156371032491
184,0.8879422767343194
185,0.8910012524013753
186,0.8942585955778941
187,0.8962165155544554
188,0.8960953367750145
189,0.8944544091544759
190,0.889610559010802
191,0.8860632396615203
192,0.8842179060530342
193,0.8814354199972074
194,0.8781519211275546
195,0.875144165478592
196,0.876927086590819
197,0.878963723598505
198,0.8839134552711523
199,0.8864732021412957
200,0.8857533896364354
201,0.8857205893281808
202,0.8851434836343455
203,0.8852659968835235
204,0.8843080586611329
205,0.8841143816198794
206,0.8822466519629177
207,0.8813225482812573
208,0.882210340048595
209,0.8831038407002916
210,0.8842748313197571
211,0.8846672267598772
212,0.8832333128749612
213,0.8829060938589194
214,0.8825465298322877
215,0.8852535706542637
216,0.8868229764325821
217,0.8861468107909545
218,0.883900373452202
219,0.8834849653047003
220,0.884385393672028
221,0.8871737224082159
222,0.8902210865439176
223,0.8906675353156123
224,0.8911898955598447
225,0.8919883721003267
226,0.8913267022173397
227,0.8914712370345906
228,0.8908975066455558
229,0.8900442478058335
230,0.888801072728177
231,0.8885009324734867
232,0.8894546931714284
233,0.889625554371141
234,0.8902014885902281
235,0.8920548413011863
236,0.89132476666275
237,0.890640430614928
238,0.890909843222176
239,0.8903914713666726
240,0.8896750064771043
241,0.8887598978601312
242,0.8880312302204196
243,0.8858794994959016
244,0.8875428935910016
245,0.8873945298875817
246,0.8891080694521014
247,0.8915604116051682
248,0.8929397799586631
249,0.8944257016267944
250,0.8926689742676478
251,0.8913557471197917
252,0.8912256151353157
253,0.8911142204779108
254,0.8902488893344213
255,0.8885973810314697
256,0.8880755667396812
257,0.8909616448037774
258,0.8924262734502048
259,0.8924181914415096
260,0.8909024228876117
261,0.890251491806801
262,0.8909227151289724
263,0.8902281266066048
264,0.8884840410531453
265,0.8873728680421479
266,0.8862144651725716
267,0.8823347556406647
268,0.8821106860797819
269,0.8813638015345301
270,0.8807636870031562
271,0.8806447673477967
272,0.8802449171606741
273,0.8800011897726769
274,0.880670389671035
275,0.8804029653822901
276,0.8812683736439972
277,0.8803430600650973
278,0.8799106056388176
279,0.8798306606546831
280,0.8789372296611809
281,0.8794974069790531
282,0.88146405360548
283,0.8820961697881439
284,0.8802093378629916
285,0.8780882296860566
286,0.8774022831305468
287,0.8758022223659896
288,0.8744153163441594
289,0.8729775301382551
290,0.8724244642620859
291,0.8698495502203436
292,0.8687950120106945
293,0.8678840035767157
294,0.8684080214490525
295,0.8691064287878328
296,0.8725576504564245
297,0.8761880365872748
298,0.878241350661782
299,0.8769232538631501
300,0.8764645402996549
301,0.8760134565030532
302,0.8744356915448004
303,0.8715007281720611
304,0.8714812770952596
305,0.8735761335583077
306,0.8753426991461108
307,0.876653008717328
308,0.8771970879798594
309,0.8740488675364061
310,0.8697414017233862
311,0.8681555633695994
312,0.8679301474419103
313,0.8634378024516375
314,0.8584725710740099
315,0.852483656245966
316,0.8526111966523017
317,0.859990190861051
318,0.868998365942469
319,0.8712635686515393
320,0.8727846479825884
321,0.8735676416912226
322,0.8739743602073041
323,0.8729811458640333
324,0.8733729245261674
325,0.8730388640432377
326,0.8700181287444672
327,0.8666701105262092
328,0.8682955791619381
329,0.8700867108800227
330,0.8709391614482123
331,0.8688012558968861
332,0.8693457781884198
333,0.8689960398674323
334,0.8686492520778826
335,0.8708718993434503
336,0.8690777206817897
337,0.8677308903640906
338,0.8643463386619514
339,0.8600422649749839
340,0.8586734057660215
341,0.8647728428166378
342,0.8710074868071676
343,0.8738929167094704
344,0.8737643375278811
345,0.8744157533453633
346,0.8762444000629154
347,0.876155679685127
348,0.8748826962831906
349,0.8745942980933548
350,0.8752935386163058
351,0.8748224701730771
352,0.8751449501863066
353,0.8752361719053517
354,0.8765915835440585
355,0.8763529768197797
356,0.8757542732814814
357,0.8754332893307565
358,0.8732805833065956
359,0.8724997546889843
360,0.8701496323983561
361,0.8673496810194894
362,0.8641226516160712
363,0.8627533334641206
364,0.8636011263460442
365,0.8689925053742161
366,0.8764227404156418
367,0.8809750800575461
368,0.8815861158763887
369,0.8813424418193753
370,0.8800573699164799
371,0.8776672306363015
372,0.8773512439571427
373,0.8792122430395268
374,0.8791658987292104
375,0.8762464237648961
376,0.8746411827137048
377,0.8750443934423359
378,0.8752322477654282
379,0.8762114846487721
380,0.8749778206137643
381,0.8729403884345477
382,0.8710881883505399
383,0.8700500880215143
384,0.8643796307416725
385,0.8650741434859162
386,0.865887749898925
387,0.8613592551845504
388,0.8609719111680374
389,0.8647888536382169
390,0.8715987780058148
391,0.8763987829550693
392,0.8773892717334272
393,0.8802639261635778
394,0.881276206537537
395,0.8812274658992767
396,0.8804151920839484
397,0.880579893454182
398,0.880776128626314
399,0.8797063204820075
400,0.8806467460383024
401,0.8824686243108836
402,0.8845486386718051
403,0.8867532082940317
404,0.8874203971243764
405,0.8867665179633697
406,0.8861250252532502
407,0.8855804592171376
408,0.8826247313051894
409,0.8771842277445667
410,0.8730320423025297
411,0.8716623104904138
412,0.8730793595325904
413,0.8743339117950546
414,0.8770384501981903
415,0.8802604293136174
416,0.8811922757698382
417,0.8811661793098636
418,0.8805146009796182
419,0.8799416370461289
420,0.8799521309471672
421,0.8793257847970606
422,0.8782215401339839
423,0.8782819471875308
424,0.8792700273887949
425,0.8804965927000825
426,0.881840198386098
427,0.882195094758386
428,0.8818145563899911
429,0.8811875603119489
430,0.879091545209765
431,0.8742523056877584
432,0.8728991919692577
433,0.8705805307181004
434,0.8684583173528011
435,0.867222231716652
436,0.867657727649376
437,0.8700485133232838
438,0.8721142921295455
439,0.8722121317482241
440,0.8734022399395907
441,0.8734383869522168
