time,AT,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,SE,SI,SK,UK
0,0.4714543844508482,0.36993175939277245,0.47683218586519543,0.469688639508613,0.4543727201913263,0.38586729328748715,0.36561769057957666,0.46619653405618244,0.39189646386665716,0.4194209695619142,0.4714543844508482,0.39436121910758853,0.44628780378033384,0.4823341342331062,0.35029852787905624,0.4222453504845852,0.4804861125039751,0.39189646386665716,0.46105466537270146,0.35933200561347084,0.4251080280607281,0.4560249829761212,0.37773154472661047,0.48987059808865524,0.4058474880541156,0.4560249829761212,0.5016274812737334,0.3522664952987426
1,0.4732334559347754,0.37212722421567856,0.48607315508755544,0.4823341342331062,0.4478816873866623,0.38825656216949184,0.36244759809575855,0.44948699651069507,0.39436121910758853,0.43695775365767153,0.4576893060611095,0.399384923964623,0.4543727201913263,0.4976463145395292,0.35127975538377504,0.4280097865213917,0.469688639508613,0.4045383037469265,0.44948699651069507,0.36140308147079075,0.4339337915644585,0.4560249829761212,0.3800208246743433,0.5036420474489609,0.4006609129421691,0.45936582214519506,0.513962571265765,0.3532587944058466
2,0.4714543844508482,0.3743488772380527,0.48419642657344636,0.48796448866846454,0.44470522446084515,0.38825656216949184,0.36244759809575855,0.44313382928003686,0.3931249782997521,0.441573500408329,0.45273238692644363,0.4006609129421691,0.46619653405618244,0.5036420474489609,0.3542566996175389,0.4339337915644585,0.46619653405618244,0.4084914431769577,0.4478816873866623,0.36140308147079075,0.441573500408329,0.45273238692644363,0.38586729328748715,0.5097840178099758,0.399384923964623,0.46105466537270146,0.5225286056433814,0.3542566996175389
3,0.4714543844508482,0.3743488772380527,0.48796448866846454,0.4917916575648364,0.441573500408329,0.38825656216949184,0.36455484953625195,0.4384855766522094,0.39189646386665716,0.44470522446084515,0.45110385477206655,0.4019451118609218,0.469688639508613,0.511864766781561,0.3552602587781532,0.4339337915644585,0.4627559725459802,0.4098263812236722,0.441573500408329,0.36244759809575855,0.441573500408329,0.45110385477206655,0.38946232667389,0.511864766781561,0.4019451118609218,0.4627559725459802,0.5291429381884507,0.3583053437669524
4,0.46793607157933453,0.3754696812798581,0.4937278432858233,0.49567933500357075,0.435440504702818,0.38825656216949184,0.36668674716846217,0.4339337915644585,0.39189646386665716,0.4478816873866623,0.44948699651069507,0.4019451118609218,0.47502600504037984,0.5203604391839566,0.3542566996175389,0.4339337915644585,0.45273238692644363,0.4098263812236722,0.4280097865213917,0.36244759809575855,0.441573500408329,0.44628780378033384,0.3931249782997521,0.5160776414021117,0.4045383037469265,0.46446988181102916,0.5291429381884507,0.36036456791304783
5,0.46793607157933453,0.3754696812798581,0.4937278432858233,0.4976463145395292,0.43095143165721994,0.38946232667389,0.37102623103175825,0.43095143165721994,0.3931249782997521,0.44948699651069507,0.44948699651069507,0.4045383037469265,0.47683218586519543,0.5269195979476887,0.3542566996175389,0.4339337915644585,0.45110385477206655,0.4071651734184696,0.4251080280607281,0.3634981697786728,0.441573500408329,0.441573500408329,0.3956052596587803,0.5182101916530408,0.4111700730886875,0.46793607157933453,0.5291429381884507,0.36244759809575855
6,0.46793607157933453,0.376597216758475,0.4937278432858233,0.5016274812737334,0.4265539724050193,0.38946232667389,0.37773154472661047,0.4280097865213917,0.3931249782997521,0.45110385477206655,0.44948699651069507,0.4045383037469265,0.47683218586519543,0.5269195979476887,0.3552602587781532,0.43695775365767153,0.4478816873866623,0.4058474880541156,0.4222453504845852,0.36244759809575855,0.4400241210479386,0.43695775365767153,0.4006609129421691,0.5182101916530408,0.41663412204341344,0.4732334559347754,0.5269195979476887,0.36455484953625195
7,0.46793607157933453,0.37773154472661047,0.46793607157933453,0.4996289674026387,0.4236718537448658,0.39067560384381944,0.3800208246743433,0.4208284212042259,0.38233802264394384,0.4543727201913263,0.45110385477206655,0.4045383037469265,0.4732334559347754,0.5269195979476887,0.3562695198731404,0.435440504702818,0.4400241210479386,0.4032375387537861,0.41525454009078466,0.36036456791304783,0.4384855766522094,0.43243746969061153,0.4045383037469265,0.5036420474489609,0.4222453504845852,0.4804861125039751,0.5203604391839566,0.36668674716846217
8,0.46446988181102916,0.37773154472661047,0.46105466537270146,0.4937278432858233,0.4180229010614444,0.39189646386665716,0.381175902027057,0.4138840644181423,0.3800208246743433,0.45110385477206655,0.44948699651069507,0.4032375387537861,0.4576893060611095,0.4996289674026387,0.35728453183965203,0.4265539724050193,0.43695775365767153,0.4019451118609218,0.41525454009078466,0.35933200561347084,0.441573500408329,0.4251080280607281,0.4098263812236722,0.48987059808865524,0.4280097865213917,0.4732334559347754,0.5036420474489609,0.37102623103175825
9,0.44948699651069507,0.376597216758475,0.441573500408329,0.4823341342331062,0.4138840644181423,0.39189646386665716,0.381175902027057,0.4098263812236722,0.3688437259247586,0.4138840644181423,0.45110385477206655,0.3956052596587803,0.43695775365767153,0.469688639508613,0.3583053437669524,0.4098263812236722,0.43243746969061153,0.4006609129421691,0.4084914431769577,0.35728453183965203,0.4384855766522094,0.4180229010614444,0.4111700730886875,0.4732334559347754,0.43095143165721994,0.44470522446084515,0.48607315508755544,0.37212722421567856
10,0.43243746969061153,0.376597216758475,0.4384855766522094,0.46105466537270146,0.4084914431769577,0.39067560384381944,0.381175902027057,0.4125226048882212,0.36668674716846217,0.37102623103175825,0.45110385477206655,0.3870582405289354,0.4071651734184696,0.44313382928003686,0.36036456791304783,0.38825656216949184,0.4294755721041746,0.39811703662324277,0.4071651734184696,0.3562695198731404,0.43243746969061153,0.4111700730886875,0.3931249782997521,0.46446988181102916,0.4280097865213917,0.41525454009078466,0.47683218586519543,0.37323474475416113
11,0.4208284212042259,0.3743488772380527,0.4400241210479386,0.441573500408329,0.4032375387537861,0.38825656216949184,0.38233802264394384,0.41663412204341344,0.36561769057957666,0.3454734611020272,0.4543727201913263,0.3800208246743433,0.3931249782997521,0.4339337915644585,0.3552602587781532,0.37323474475416113,0.4280097865213917,0.39811703662324277,0.4071651734184696,0.3542566996175389,0.4294755721041746,0.4058474880541156,0.3552602587781532,0.4576893060611095,0.4265539724050193,0.399384923964623,0.46793607157933453,0.36668674716846217
12,0.4138840644181423,0.37212722421567856,0.4400241210479386,0.43243746969061153,0.399384923964623,0.38825656216949184,0.3870582405289354,0.4222453504845852,0.36455484953625195,0.32915189552388224,0.45936582214519506,0.3754696812798581,0.38586729328748715,0.43095143165721994,0.35127975538377504,0.36776207377032105,0.4251080280607281,0.3956052596587803,0.4111700730886875,0.3542566996175389,0.43243746969061153,0.4032375387537861,0.3326442200277383,0.4576893060611095,0.4251080280607281,0.38946232667389,0.46105466537270146,0.36036456791304783
13,0.4125226048882212,0.36776207377032105,0.4543727201913263,0.4294755721041746,0.39811703662324277,0.38825656216949184,0.39067560384381944,0.4280097865213917,0.36993175939277245,0.3199154793037645,0.46446988181102916,0.37323474475416113,0.38350725090855387,0.43095143165721994,0.34835242674383715,0.3634981697786728,0.4236718537448658,0.3931249782997521,0.4180229010614444,0.3562695198731404,0.435440504702818,0.4006609129421691,0.3166840129167527,0.46446988181102916,0.4280097865213917,0.38825656216949184,0.4560249829761212,0.3552602587781532
14,0.4138840644181423,0.36561769057957666,0.46105466537270146,0.4294755721041746,0.399384923964623,0.38946232667389,0.3931249782997521,0.43243746969061153,0.37212722421567856,0.3166840129167527,0.469688639508613,0.37323474475416113,0.38586729328748715,0.43243746969061153,0.34642782946881373,0.3634981697786728,0.4251080280607281,0.3931249782997521,0.4208284212042259,0.36036456791304783,0.4400241210479386,0.4006609129421691,0.3119573903262497,0.47683218586519543,0.43243746969061153,0.39189646386665716,0.4560249829761212,0.3532587944058466
15,0.4222453504845852,0.3634981697786728,0.46793607157933453,0.435440504702818,0.4006609129421691,0.39436121910758853,0.39436121910758853,0.435440504702818,0.3754696812798581,0.3166840129167527,0.4732334559347754,0.3754696812798581,0.39811703662324277,0.435440504702818,0.34642782946881373,0.3688437259247586,0.4251080280607281,0.39436121910758853,0.4236718537448658,0.36668674716846217,0.44470522446084515,0.4032375387537861,0.3104130482623835,0.48607315508755544,0.435440504702818,0.4084914431769577,0.4543727201913263,0.3542566996175389
