time,LT,UK,RO,IT,EL,PT,BG,BE,IE,PL,FI,SE,EE,ES,NO,HR,DE,SI,FR,NL,DK,LV
0,0.0,0.7873170107197381,0.1346273764574946,0.1049225311268969,0.3913622895233031,0.7927240735947532,0.1986501546413806,0.0946349383654298,0.9019496010221476,0.0026577409106659,0.5255083949739434,0.2533533276176494,0.381263633776408,0.8012997349956397,0.8376754856772374,0.3253349566472228,0.0726774684234923,0.0796233407703962,0.744624877471939,0.0744241102820725,0.1111367533210902,0.1521750690104948
1,0.0,0.8051004636360325,0.1536008500484877,0.1005757036420947,0.3978940096109185,0.8058384691531713,0.2208791315776816,0.131448405105209,0.8647413026475324,0.0024626733183719,0.5055450645636071,0.232018295875507,0.3935959995787664,0.8011210435959192,0.8656185827978299,0.3344091906952493,0.0855979659214634,0.0840469782940841,0.7614380280804925,0.1021880397720761,0.1228984865270474,0.1554827975648518
2,0.0,0.8382940652482562,0.1696843242986724,0.0982144178811852,0.4043637115250744,0.813754292357393,0.2411751824156631,0.1857087027774114,0.8278053330529213,0.0037441687989576,0.477233345444458,0.2097678814669987,0.4001457862357265,0.8006873416692274,0.8798448272859113,0.3328265270242217,0.1116898919671804,0.0859779424574542,0.7768354836778273,0.1506233009613537,0.1520585567820742,0.1554777792015402
3,0.0,0.8713897754736296,0.1787985022072717,0.0996238762824272,0.4091608770958392,0.8198358745920696,0.2568258644719071,0.2634805811420846,0.8069914058778717,0.005875004498906,0.4470186114836434,0.1882283494874187,0.3997688540662852,0.8016949092800693,0.8897972798176803,0.3276450980750812,0.1508380661619604,0.0872771378498115,0.791616012300177,0.2225955563285783,0.1991008417284355,0.1509478923817422
4,0.0,0.8921658981312331,0.180997836197663,0.1025082822935191,0.4088593868819133,0.8273205052663203,0.2637630198036755,0.3540068903491096,0.8092385514470041,0.0094419840450083,0.4139008006281809,0.1701942217734454,0.3994291558932725,0.8039689092923834,0.9032634253589772,0.3198157068430406,0.204921042893322,0.0899043779187742,0.8063635736694346,0.3196601302841108,0.2616431546268538,0.1466442989620542
5,0.0,0.9004277501817624,0.1783175234421153,0.1068579584415257,0.4028546062632883,0.8368700107618894,0.2669333452562059,0.4376833252210441,0.8258155659707481,0.0176671413826732,0.3760239094960572,0.1544844228628765,0.3920705990520433,0.8073406089524361,0.9152349318307988,0.3125559763785965,0.2677935864192802,0.0925705622244862,0.8218780135669593,0.4288760375135252,0.334262648770875,0.1449201676743889
6,0.0,0.8987752610796854,0.172812799325472,0.1092953650210714,0.3922654864177533,0.8471566503801755,0.2641017284130262,0.5042419702369605,0.8439262150681714,0.0282647184648089,0.3367937486815799,0.1425191690597261,0.3777792318805996,0.8112660330084194,0.9306096327914876,0.3011734684464607,0.3302892322143024,0.0959589327420077,0.8357439123712428,0.5253615485238393,0.4047514138055766,0.1438250381634515
7,0.0,0.8854992004317412,0.1649175423983014,0.1076618315908561,0.3778820532650317,0.8572389736434823,0.2607084308523147,0.564674709431003,0.8756864715412163,0.0426315522533853,0.3008378666329297,0.1337422912542536,0.3625767447802929,0.8145885765612367,0.9442878501445164,0.2920481371487899,0.383201726313759,0.0994101724043408,0.8483671864379552,0.5953927921692674,0.4620037169076609,0.1423060914178779
8,0.0,0.8706209387652163,0.1588574796576446,0.1024489980317858,0.364532036250372,0.8634100294958585,0.2569350471649315,0.6172830377493788,0.9032429105762952,0.0549304567630516,0.2615372034146077,0.1272989827528476,0.3360210410159886,0.816859677641977,0.9536856596787832,0.2823241777489939,0.419903979886745,0.0241503063288441,0.8590752555370361,0.6455489956099769,0.4999930331248804,0.1402396165678369
9,0.0,0.8711604696393778,0.1566366709814198,0.094199010543618,0.3531759978072744,0.8548786050661586,0.2551524551905908,0.6398372231789733,0.925199198315112,0.0631782176722051,0.2210224139169652,0.1191313364725355,0.2963196161088337,0.8166217836591724,0.9594362467624672,0.2699633780066272,0.4416680986694096,0.0362784982111872,0.8647426775517868,0.6844012102215601,0.5212341007307939,0.134375140154957
