edge,year,Acid,GWI,EcotFW,ERnonRE,EutrFW,EutrM,EutrT,Htcarc,Htnoncarc,IR,LU,MRmm,ODP,PMF,POF,WU
cement_174_CH-cement_178_CH,2025,0.000198556834598965,0.0265233327342048,0.686433653208684,0.541989741955948,7.79312578849393e-06,6.60451423602976e-05,0.000712015585227561,7.94420202891069e-11,6.70456380170545e-10,0.015777911120752,0.645942036246781,3.6093798800111e-07,2.72709935422179e-09,2.73899826708203e-09,0.000206820134435568,0.0946224040333609
cement_174_CH-cement_178_CH,2050,0.000198556834598965,0.0265233327342048,0.686433653208684,0.541989741955948,7.79312578849393e-06,6.60451423602976e-05,0.000712015585227561,7.94420202891069e-11,6.70456380170545e-10,0.015777911120752,0.645942036246781,3.6093798800111e-07,2.72709935422179e-09,2.73899826708203e-09,0.000206820134435568,0.0946224040333609
cement_174_CH-cement_178_CH,2049,0.000198556834598965,0.0265233327342048,0.686433653208684,0.541989741955948,7.79312578849393e-06,6.60451423602976e-05,0.000712015585227561,7.94420202891069e-11,6.70456380170545e-10,0.015777911120752,0.645942036246781,3.6093798800111e-07,2.72709935422179e-09,2.73899826708203e-09,0.000206820134435568,0.0946224040333609
cement_174_CH-cement_178_CH,2048,0.000198556834598965,0.0265233327342048,0.686433653208684,0.541989741955948,7.79312578849393e-06,6.60451423602976e-05,0.000712015585227561,7.94420202891069e-11,6.70456380170545e-10,0.015777911120752,0.645942036246781,3.6093798800111e-07,2.72709935422179e-09,2.73899826708203e-09,0.000206820134435568,0.0946224040333609
cement_174_CH-cement_178_CH,2047,0.000198556834598965,0.0265233327342048,0.686433653208684,0.541989741955948,7.79312578849393e-06,6.60451423602976e-05,0.000712015585227561,7.94420202891069e-11,6.70456380170545e-10,0.015777911120752,0.645942036246781,3.6093798800111e-07,2.72709935422179e-09,2.73899826708203e-09,0.000206820134435568,0.0946224040333609
cement_174_CH-cement_178_CH,2046,0.000198556834598965,0.0265233327342048,0.686433653208684,0.541989741955948,7.79312578849393e-06,6.60451423602976e-05,0.000712015585227561,7.94420202891069e-11,6.70456380170545e-10,0.015777911120752,0.645942036246781,3.6093798800111e-07,2.72709935422179e-09,2.73899826708203e-09,0.000206820134435568,0.0946224040333609
cement_174_CH-cement_178_CH,2045,0.000198556834598965,0.0265233327342048,0.686433653208684,0.541989741955948,7.79312578849393e-06,6.60451423602976e-05,0.000712015585227561,7.94420202891069e-11,6.70456380170545e-10,0.015777911120752,0.645942036246781,3.6093798800111e-07,2.72709935422179e-09,2.73899826708203e-09,0.000206820134435568,0.0946224040333609
cement_174_CH-cement_178_CH,2044,0.000198556834598965,0.0265233327342048,0.686433653208684,0.541989741955948,7.79312578849393e-06,6.60451423602976e-05,0.000712015585227561,7.94420202891069e-11,6.70456380170545e-10,0.015777911120752,0.645942036246781,3.6093798800111e-07,2.72709935422179e-09,2.73899826708203e-09,0.000206820134435568,0.0946224040333609
cement_174_CH-cement_178_CH,2042,0.000198556834598965,0.0265233327342048,0.686433653208684,0.541989741955948,7.79312578849393e-06,6.60451423602976e-05,0.000712015585227561,7.94420202891069e-11,6.70456380170545e-10,0.015777911120752,0.645942036246781,3.6093798800111e-07,2.72709935422179e-09,2.73899826708203e-09,0.000206820134435568,0.0946224040333609
cement_174_CH-cement_178_CH,2041,0.000198556834598965,0.0265233327342048,0.686433653208684,0.541989741955948,7.79312578849393e-06,6.60451423602976e-05,0.000712015585227561,7.94420202891069e-11,6.70456380170545e-10,0.015777911120752,0.645942036246781,3.6093798800111e-07,2.72709935422179e-09,2.73899826708203e-09,0.000206820134435568,0.0946224040333609
