decision_year,set_conversion_technologies,output_carrier,input_carrier,reference_carrier,set_nodes,revenue,capex,fixed_opex,variable_opex,input_carrier_cost,tech_co2_cost,carrier_co2_cost,profitability,values_changed
0,heat_pump,heat,electricity,heat,CH,5846.223219337354,930.1261448256168,258.3244533693291,0.0,1851.1374880374954,0.0,0.0,2806.6351331049136,False
0,heat_pump,heat,electricity,heat,DE,19300.967028718624,930.1261448256168,258.3244533693291,0.0,1652.3770698939863,0.0,0.0,16460.13936062969,False
0,heat_pump,heat,electricity,heat,IT,15631.659282391664,930.1261448256168,258.3244533693291,0.0,1749.7885893137668,0.0,0.0,12693.420094882951,False
0,natural_gas_boiler,heat,natural_gas,heat,CH,6202.178785634177,487.186345248536,233.64857560184709,0.0,3116.9154455008475,0.0,790.9592312465376,1573.469188036409,False
0,natural_gas_boiler,heat,natural_gas,heat,DE,20476.13369518829,487.186345248536,233.64857560184709,0.0,2955.2386141347783,0.0,749.931559985087,16050.12860021804,False
0,natural_gas_boiler,heat,natural_gas,heat,IT,15809.728201429863,487.186345248536,233.64857560184709,0.0,2729.002022354454,0.0,692.5209808907154,11667.370277334312,False
0,natural_gas_turbine,electricity,natural_gas,electricity,CH,9321.72644361977,786.1179105736469,354.4608670187581,211.64532361419276,11063.353583508957,0.0,2807.4748251679484,-5901.326066263733,False
0,natural_gas_turbine,electricity,natural_gas,electricity,DE,10524.160240828267,786.1179105736469,354.4608670187581,97.28115679925062,5085.185990902415,0.0,1290.4343644982714,2910.6799510359265,False
0,natural_gas_turbine,electricity,natural_gas,electricity,IT,6231.304922153936,786.1179105736469,354.4608670187581,93.07297418646503,4865.211311593707,0.0,1234.6128299452982,-1102.1709711639403,False
0,photovoltaics,electricity,,electricity,CH,1494.8458583221213,543.5962549146192,187.43991896488768,0.4327874941181365,0.0,0.0,0.0,763.3768969484964,False
0,photovoltaics,electricity,,electricity,DE,448.17572684155056,543.5962549146192,187.43991896488768,0.3713692552172578,0.0,0.0,0.0,-283.23181629317355,False
0,photovoltaics,electricity,,electricity,IT,1899.0286903171302,543.5962549146192,187.43991896488768,0.5148605155588366,0.0,0.0,0.0,1167.4776559220645,False
0,reservoir_hydro,electricity,,electricity,CH,3451.188683829759,2527.3444444852207,745.8579801256698,70.1514287878793,0.0,0.0,0.0,107.83483043098937,False
0,reservoir_hydro,electricity,,electricity,DE,21716.372608210513,2527.3444444852207,745.8579801256698,124.17315013514525,0.0,0.0,0.0,18318.997033464475,False
0,reservoir_hydro,electricity,,electricity,IT,11076.090143615738,2527.3444444852207,745.8579801256698,107.46540935872679,0.0,0.0,0.0,7695.42230964612,False
0,run-of-river_hydro,electricity,,electricity,CH,3576.931423819778,2921.9083130985696,708.155058153122,86.03426752918811,0.0,0.0,0.0,-139.16621496110167,False
