time,ES,AT,FR,NO,RO,IT,BG,PT,CH,SE
0,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
1,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
2,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
3,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
4,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
5,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
6,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
7,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
8,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
9,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
10,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
11,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
12,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
13,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
14,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
15,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
16,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
17,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
18,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
19,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
20,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
21,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
22,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
23,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
24,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
25,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
26,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
27,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
28,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
29,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
30,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
31,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
32,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
33,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
34,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
35,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
36,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
37,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
38,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
39,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
40,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
41,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
42,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
43,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
44,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
45,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
46,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
47,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
48,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
49,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
50,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
51,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
52,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
53,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
54,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
55,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
56,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
57,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
58,8.405696214851398,2.572863503945909,3.6330833046169797,9.212035102624348,1.2697476596647006,3.60136323311982,0.25553389937833365,4.039163808087483,5.647894230214479,4.163925035501397
