time,ES,AT,FR,NO,RO,IT,BG,PT,CH,SE
0,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
1,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
2,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
3,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
4,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
5,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
6,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
7,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
8,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
9,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
10,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
11,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
12,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
13,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
14,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
15,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
16,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
17,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
18,5.7398652313973635,1.9237405345466814,3.3217017466469243,11.451743253511887,0.9185589252402697,1.2077432366485292,0.19717837810022798,1.9179901024060848,4.33311168969057,5.999268340399522
