node,availability_import
BE,14.327529297394992
DE,2.9453117230078862
EE,2.201700142487316
EL,6.623863375961014
ES,61.587424586125096
FI,2.3526566143753733
FR,39.27580303459122
HR,2.1885669294330548
IT,16.583833123756406
LT,4.045230431547967
NL,14.859372342180182
PL,5.218565233170141
PT,6.2145053960354435
UK,41.70938787588103
