edge,distance
dortmund_DE-duisburg_DE,60.54208282464886
dortmund_DE-emmerich_DE,106.1501312862055
dortmund_DE-wilhelmshaven_DE,281.6440895929123
duisburg_DE-dortmund_DE,60.54208282464886
duisburg_DE-emmerich_DE,67.46367126577528
duisburg_DE-koeln_DE,63.97005868636895
duisburg_DE-rotterdam_NL,203.5535352420292
emmerich_DE-dortmund_DE,106.1501312862055
emmerich_DE-duisburg_DE,67.46367126577528
emmerich_DE-rotterdam_NL,153.3466591517541
emmerich_DE-wilhelmshaven_DE,281.1076767388741
gernsheim_DE-karlsruhe_DE,99.95567049652624
gernsheim_DE-koblenz_DE,114.0956508224472
karlsruhe_DE-gernsheim_DE,99.95567049652624
karlsruhe_DE-kehl_DE,71.72050749842566
kehl_DE-karlsruhe_DE,71.72050749842566
kehl_DE-waste_274_CH,140.2611391937899
koblenz_DE-gernsheim_DE,114.0956508224472
koblenz_DE-koeln_DE,92.39989472418448
koeln_DE-duisburg_DE,63.97005868636895
koeln_DE-koblenz_DE,92.39989472418448
koeln_DE-rotterdam_NL,249.3995723531094
koeln_DE-zeebrugge_BE,324.2827841675443
rotterdam_NL-duisburg_DE,203.5535352420292
rotterdam_NL-emmerich_DE,153.3466591517541
rotterdam_NL-koeln_DE,249.3995723531094
rotterdam_NL-wilhelmshaven_DE,378.8701661188434
rotterdam_NL-zeebrugge_BE,124.3955828994968
waste_274_CH-kehl_DE,140.2611391937899
wilhelmshaven_DE-dortmund_DE,281.6440895929123
wilhelmshaven_DE-emmerich_DE,281.1076767388741
wilhelmshaven_DE-rotterdam_NL,378.8701661188434
wilhelmshaven_DE-zeebrugge_BE,503.1328488887817
zeebrugge_BE-koeln_DE,324.2827841675443
zeebrugge_BE-rotterdam_NL,124.3955828994968
zeebrugge_BE-wilhelmshaven_DE,503.1328488887817
