time,AT,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,SE,SI,SK,UK
0,4.71344746700171,5.962962733091633,2.2229411703968465,6.463469646299662,5.007474868270602,36.7312551186132,3.366851690939397,0.557423559023705,4.652915956742262,8.686210547406738,3.020211570807951,29.63393435922678,2.301676418386748,6.387597099702676,1.3755792374508184,33.075823018929086,1.0453042831802826,0.42782965650831195,0.7886334573922438,6.178405651788572,2.918323693094864,14.034172453356694,0.6197819634885054,2.7971989869326257,3.7157133577814205,0.9662300000646146,1.6967142908472057,22.062202765475316
1,4.775184745748114,5.842873994558754,2.3904736956503987,6.562952019201728,5.065808119105075,36.4353254429009,3.2924072931966855,0.6028844894120865,5.098992047505357,8.65896353201674,3.2346324019670605,29.3214778356263,2.3373420616694314,6.51230839093956,1.4785722354334787,33.4078893023314,1.1230744381743933,0.41845644366899215,0.8520891940955965,6.041113050769462,2.9334178314883563,14.215536676126412,0.6565222167539123,3.0136252407193096,3.734302432907848,0.9849825954782936,1.7285004171038012,23.875230887774464
2,5.140117302198424,6.444379927314712,2.778660983604614,7.077349459795167,5.467519618496203,39.88949166321665,3.623929889951677,0.7062570195819021,6.281326960534678,9.481832455563914,3.832902301717958,32.109535030120675,2.516940476086771,7.009364687093408,1.449664297331662,36.30467224744624,1.3391486560964676,0.4619326910913057,1.0043725562226096,6.689397815263412,3.163957524649149,15.380853407250894,0.6501169794930232,3.5048110068394536,4.050260487508273,1.06005918703343,1.8602055983413024,23.30493888626931
3,6.134134507180013,8.067038153768996,3.857014982479898,8.250647362893647,6.544767430344442,49.04205747853134,4.599374718387558,0.98686547358707,8.616116624700215,11.724131291596894,5.339777820488763,39.72498018626055,3.0043778543695594,8.275428211308485,1.6109121545962723,43.71179949420207,1.8641347584482275,0.5823744397855384,1.401728532207522,8.374209781767295,3.781186731774866,18.37327813879913,0.7163489335028166,4.879446843130045,4.891520095903332,1.2502404366493045,2.1629606307467926,25.712896357826708
4,8.527971725691277,11.034700228781706,3.9965832157960017,11.521488526189573,9.09783339205478,67.46296682025174,6.310901556947482,1.0191612205377485,9.218402289344729,16.21719891286787,5.502860207144164,54.57708803903584,4.185634106536564,11.531426269111435,2.0081835457351067,60.616287898733,1.9298802687414875,0.7978578389967117,1.4501924107933546,11.412096287009637,5.243595098694249,25.52728838977166,0.9185688118531418,5.04190055191825,6.795135225075364,1.7424960096864883,3.0077479572459955,32.3208498841703
5,8.868897918904437,11.733861289585967,3.932718089899138,11.897594001785755,9.453866924936166,71.10562565953354,6.695224639310892,1.0089360575186312,9.05774065000865,17.314049331870596,5.451012518964866,57.8709274134695,4.354356635514767,11.955891353021626,2.712061111521881,64.419108397657,1.924083563193562,0.8465740877503891,1.4423115871600165,12.167999618964085,5.447341533470338,26.516532445317765,1.2606389750657723,4.957212490835755,7.063095984150382,1.805433043477552,3.1122099192850188,44.0776349609507
6,8.759955385323485,11.63195708515988,3.981152880039558,11.664999021618605,9.413670951474096,70.25434647540419,6.649293606042759,1.0126637074872935,9.103670796827974,17.073597031622565,5.456433155355736,57.11046942219806,4.3346885349612965,11.887408171727609,2.910474911445269,63.21885281072212,1.9106521411358355,0.839536734300027,1.4408810547220399,12.005213443612423,5.368454325875449,26.364514788116434,1.3811855307842889,5.002023384906012,6.997981614851156,1.7969412923991166,3.0676861361685197,46.74461596091734
7,8.77815985809766,11.679377796890488,3.862320488638711,11.740850227607416,9.397508669736304,70.79826266005574,6.643218451659058,0.9874455762046068,8.595231153761121,16.969920908020683,5.31952686243654,57.41293376466953,4.304941225246806,11.84606033991322,2.8618644857831885,63.22878414254403,1.8567562150122012,0.8420650270925626,1.4006861259940495,12.160716282395946,5.408869837868366,26.294531976176774,1.3529483907371576,4.857552918059224,7.0242356182825,1.7890958094300804,3.101153576551134,46.33763243483972
8,8.475928089520021,10.91945528031726,3.716548539618,11.404748744528003,9.057493929503504,66.90776187427582,6.228020877793367,0.9505475407238574,8.196249448027364,16.105901716549138,5.118483953934641,54.25100196800888,4.169868541401897,11.512532416493574,2.9190852259006057,60.49504903745656,1.7898951611423173,0.7857800611086544,1.348889294065521,11.341694951329204,5.223476696567813,25.443940410709136,1.3401379091550685,4.670711546850307,6.723319708657008,1.7405630842174127,3.015758534082207,46.73725829354099
9,8.14355193231297,10.407630965590284,3.5912532219245414,10.976075987112294,8.727821409196299,63.9353067122828,5.925303028734488,0.911699224293355,7.8323826735865,15.34624503775199,4.924236934776533,51.76124757522093,4.015596571905894,11.10143886791446,2.7131195679957822,57.89239960471366,1.7175954047478048,0.7476984815032642,1.294437035424111,10.79006630185806,5.007320597425616,24.451055209311264,1.2523481406738028,4.518055915287912,6.472114509727222,1.6794399347708446,2.895677056023374,43.7300983396702
