time,AT,BE,BG,CZ,CH,DE,DK,EE,ES,FI,FR,UK,EL,HR,HU,IE,IT,LT,LV,NL,NO,PL,PT,RO,SE,SI,SK
0,0.4098360655737705,0.33783783783783783,0.3831417624521073,0.44052863436123346,0.42016806722689076,0.390625,0.41493775933609955,0.42194092827004215,0.26595744680851063,0.4807692307692307,0.3484320557491289,0.36496350364963503,0.2976190476190476,0.26881720430107525,0.33670033670033667,0.31347962382445144,0.29411764705882354,0.4566210045662101,0.4504504504504504,0.33003300330033003,0.4716981132075471,0.42194092827004215,0.25380710659898476,0.3861003861003861,0.4694835680751174,0.303951367781155,0.4
1,0.4166666666666667,0.3389830508474576,0.3802281368821293,0.4366812227074236,0.42372881355932207,0.38910505836575876,0.4098360655737705,0.425531914893617,0.26881720430107525,0.4807692307692307,0.35335689045936397,0.3663003663003663,0.29411764705882354,0.273972602739726,0.3472222222222222,0.31347962382445144,0.29850746268656714,0.4504504504504504,0.4504504504504504,0.33444816053511706,0.4672897196261682,0.425531914893617,0.2544529262086514,0.38167938931297707,0.4694835680751174,0.3125,0.41493775933609955
2,0.4166666666666667,0.3424657534246575,0.37593984962406013,0.4310344827586207,0.42372881355932207,0.38759689922480617,0.4081632653061224,0.4273504273504274,0.2717391304347826,0.4854368932038835,0.35587188612099646,0.36496350364963503,0.2898550724637681,0.27932960893854747,0.36900369003690037,0.31347962382445144,0.303951367781155,0.4484304932735426,0.4504504504504504,0.33783783783783783,0.4629629629629629,0.425531914893617,0.2544529262086514,0.3787878787878788,0.4694835680751174,0.32679738562091504,0.42372881355932207
3,0.41841004184100417,0.3448275862068966,0.3731343283582089,0.4273504273504274,0.42016806722689076,0.3861003861003861,0.4048582995951417,0.4291845493562232,0.2747252747252747,0.49019607843137253,0.35714285714285715,0.36363636363636365,0.2840909090909091,0.29411764705882354,0.38759689922480617,0.31347962382445144,0.3115264797507788,0.4464285714285714,0.4484304932735426,0.341296928327645,0.4587155963302752,0.4273504273504274,0.2544529262086514,0.37735849056603776,0.4694835680751174,0.3472222222222222,0.4273504273504274
4,0.42016806722689076,0.3484320557491289,0.36496350364963503,0.425531914893617,0.42016806722689076,0.38759689922480617,0.3968253968253968,0.4310344827586207,0.2777777777777778,0.4926108374384237,0.35714285714285715,0.36101083032490977,0.2770083102493075,0.31746031746031744,0.3968253968253968,0.31446540880503143,0.31746031746031744,0.4424778761061947,0.4484304932735426,0.3436426116838488,0.4587155963302752,0.4291845493562232,0.2544529262086514,0.37735849056603776,0.4672897196261682,0.3676470588235294,0.4291845493562232
5,0.42194092827004215,0.35211267605633806,0.3472222222222222,0.42194092827004215,0.4166666666666667,0.38759689922480617,0.390625,0.4310344827586207,0.28169014084507044,0.49751243781094534,0.35842293906810035,0.35714285714285715,0.26881720430107525,0.3389830508474576,0.4048582995951417,0.3164556962025316,0.3236245954692557,0.44052863436123346,0.4464285714285714,0.3448275862068966,0.45454545454545453,0.4329004329004329,0.2544529262086514,0.37453183520599254,0.4629629629629629,0.3846153846153846,0.4291845493562232
6,0.4132231404958678,0.35714285714285715,0.3236245954692557,0.41841004184100417,0.4132231404958678,0.3861003861003861,0.38759689922480617,0.4291845493562232,0.2857142857142857,0.49751243781094534,0.35714285714285715,0.3546099290780142,0.2597402597402597,0.3448275862068966,0.4016064257028112,0.31746031746031744,0.32573289902280134,0.4366812227074236,0.44052863436123346,0.3448275862068966,0.45248868778280543,0.4329004329004329,0.2557544757033248,0.3717472118959108,0.4587155963302752,0.3802281368821293,0.425531914893617
7,0.4,0.35714285714285715,0.3058103975535168,0.4132231404958678,0.4081632653061224,0.3846153846153846,0.3846153846153846,0.425531914893617,0.2840909090909091,0.49751243781094534,0.35335689045936397,0.3496503496503497,0.2557544757033248,0.3389830508474576,0.390625,0.3194888178913738,0.3194888178913738,0.4329004329004329,0.4329004329004329,0.3424657534246575,0.45248868778280543,0.425531914893617,0.25641025641025644,0.36496350364963503,0.45248868778280543,0.3623188405797102,0.41841004184100417
8,0.38910505836575876,0.3484320557491289,0.2949852507374631,0.4065040650406504,0.4048582995951417,0.3802281368821293,0.3802281368821293,0.42372881355932207,0.2770083102493075,0.5,0.3448275862068966,0.3448275862068966,0.25252525252525254,0.32894736842105265,0.3787878787878788,0.3194888178913738,0.3115264797507788,0.4310344827586207,0.4291845493562232,0.33557046979865773,0.4484304932735426,0.41841004184100417,0.2557544757033248,0.36101083032490977,0.4444444444444444,0.3448275862068966,0.4115226337448559
9,0.3802281368821293,0.33670033670033667,0.2898550724637681,0.40322580645161293,0.4016064257028112,0.37453183520599254,0.3731343283582089,0.425531914893617,0.27027027027027023,0.5025125628140703,0.33444816053511706,0.33783783783783783,0.2506265664160401,0.3184713375796178,0.36900369003690037,0.3194888178913738,0.3048780487804878,0.4273504273504274,0.425531914893617,0.3278688524590164,0.4444444444444444,0.4115226337448559,0.25380710659898476,0.36101083032490977,0.4366812227074236,0.33003300330033003,0.4065040650406504
