time,AT,BE,BG,CZ,CH,DE,DK,EE,ES,FI,FR,UK,EL,HR,HU,IE,IT,LT,LV,NL,NO,PL,PT,RO,SE,SI,SK,LU
0,0.6320512638391005,0.6588514132860104,0.778285850575983,0.8285938491321656,0.5383989092024094,0.7943722890811429,0.6945637429221619,0.9235319533036984,0.26385728520203294,0.7779861991481928,0.5855392467832516,0.6744350360563298,0.48798929404336183,0.6615851056844784,0.6769485245021476,0.6033177247406311,0.3565744159243321,0.6993568400524881,0.7771266002803154,0.7476884546956163,0.6185349771918494,0.9056480126550889,0.41300600442245744,0.7967340706470283,0.7158918224943132,0.6411664692089046,0.7065135196228925,
1,0.6283112110878515,0.6596011367930533,0.797568196286231,0.8268391311897433,0.5327176125685112,0.790072738998174,0.6988253913074717,0.9179383266440545,0.2668860605174711,0.7736718536022527,0.5804131976600373,0.6783391120146679,0.5046086007159074,0.6574840484098603,0.6873865126904908,0.6067675867610122,0.3510804186758385,0.7062465909533755,0.782499271851002,0.7579255946732725,0.6189917276697587,0.9104086990444041,0.4004337454445078,0.8127146905566928,0.7185778264999676,0.6427827346318002,0.7165888002825958,
2,0.6197591339336553,0.6553328536801227,0.8091365921667923,0.818503730258093,0.5232001019972519,0.7797523587710562,0.6972886195358334,0.9052846236058516,0.2674452846006403,0.7632985972359562,0.5710425404542221,0.6767465283530208,0.5159974275924518,0.6482390292199551,0.691719894932461,0.6053184512483978,0.34318667962178,0.7072723930768322,0.781465383503777,0.7616034293888524,0.6145213838522053,0.9075780872447536,0.38524202530706636,0.821197426874714,0.7153790219828191,0.6391369504828853,0.720373284243467,
3,0.6149416986453949,0.655026207738661,0.8239404652723591,0.8148483428152881,0.5170778637332863,0.7741558644690134,0.6994906180512739,0.8980558700290501,0.2693894906262044,0.7573944138921692,0.5653099017442098,0.6789115727345763,0.5291675270861402,0.6427959947610077,0.6993562203893963,0.6072488284267318,0.3376519333935409,0.7120773104695166,0.7847012092006304,0.7690857507371907,0.6135583461663368,0.9095793115389725,0.37284322343939635,0.8333198450857178,0.7160963671991224,0.638994317328031,0.7276695286018782,
4,0.6226042146495425,0.6681408150643553,0.8543685458147008,0.8275471836735925,0.5216355246534371,0.7843041834047773,0.7156191695645828,0.9090162239517698,0.27884526845533464,0.7667328274802531,0.5712140507237131,0.6947222789060946,0.5521407981486363,0.6502852814506868,0.7206535322529745,0.6214038665304964,0.33944987437054014,0.7311091843070018,0.8036558680845193,0.7917316139520474,0.6249478807045151,0.929633334002514,0.36824568150122483,0.8615186362992755,0.7311118266531876,0.6515949691557777,0.7492333418371686,
5,0.6437737509569381,0.6960781491752281,0.9030090396288265,0.8581120159750626,0.5376234581844065,0.811519674529789,0.7472917505792355,0.9396481425958569,0.29439135348498446,0.7925682258971822,0.5896357398325364,0.7257633115583169,0.5867625609188186,0.6717445754496412,0.757541444352876,0.6492037827982048,0.34878708099331435,0.7661760832958608,0.8401980970319736,0.831617952701883,0.6499428276440407,0.9697838870063119,0.37150962638283924,0.9082595198622443,0.7619903787208516,0.678285450276292,0.7870364704687265,
6,0.655328887779869,0.7139741202653762,0.9378636386039553,0.8757735669783117,0.5456960866222348,0.8266689440983455,0.7678387165634687,0.9561924034015262,0.3052659442615026,0.8064216001870874,0.5993665637304609,0.7461490196679724,0.6123053783509534,0.6830249210849177,0.7830959887081641,0.6674970595293389,0.35365580903294536,0.7900032178437473,0.8643700173500823,0.8591781515217601,0.6652889403039344,0.9953918106790348,0.3690732182332912,0.9413146178285505,0.781503365674734,0.694806390288154,0.81309505667383,
7,0.65330954934586,0.7172363249513922,0.9522580853962879,0.875114785583141,0.5426416095660419,0.8247244497392201,0.7722398836598108,0.9528836377060056,0.3093165463838793,0.8034337059609806,0.5968307947644068,0.750985088556101,0.6242552102934635,0.6800345585992433,0.7919462215396296,0.6719046916866349,0.35158781111733833,0.7972840297756912,0.870466737128626,0.8685480486092344,0.6667713525900798,1.0,0.3591882528058419,0.9540952688797874,0.784616858944491,0.6967251526710572,0.8218584435479069,
8,0.6363340155835224,0.7039832412888076,0.9430709938837585,0.8541546246971777,0.5273952807501313,0.8038987269538213,0.7584237803259405,0.9277290641167633,0.30557515695982773,0.7819410662098353,0.5808039585788168,0.7382185366563554,0.620406692536688,0.6613959959092123,0.7816913394055092,0.6605855492661081,0.34170988149210674,0.7856977419920818,0.8560744582292565,0.8571115639478339,0.6527501411438493,0.9809978711271806,0.3416651771953167,0.9435735847439727,0.7693144227347232,0.6823068379496701,0.8108605535917295,
9,0.6097964393220712,0.6798325684967033,0.9174192475775566,0.8200377319873037,0.5044814236569645,0.770963644167,0.7324515692411887,0.8886192909111134,0.2964090672189673,0.7486215321482689,0.5562256573278639,0.713697022567709,0.6053280487513377,0.6327861130910709,0.758358554525894,0.6387652911481798,0.3270132684909635,0.7613514031005265,0.8279514606877624,0.8314758918958187,0.6285603781234711,0.9462986424765311,0.3198933109803636,0.916927422322887,0.7418195998378974,0.6571240631232169,0.7863703270831549,
