time,AT,BE,BG,CZ,CH,DE,DK,EE,ES,FI,FR,UK,EL,HR,HU,IE,IT,LT,LV,NL,NO,PL,PT,RO,SE,SI,SK
0,0.4132231404958678,0.3246753246753247,0.4273504273504274,0.3921568627450981,0.4310344827586207,0.35211267605633806,0.31746031746031744,0.3448275862068966,0.33222591362126247,0.3496503496503497,0.3663003663003663,0.33783783783783783,0.29154518950437314,0.3676470588235294,0.4098360655737705,0.2976190476190476,0.3663003663003663,0.3787878787878788,0.35842293906810035,0.32894736842105265,0.33444816053511706,0.4048582995951417,0.2898550724637681,0.5050505050505051,0.3484320557491289,0.38759689922480617,0.4366812227074236
1,0.4115226337448559,0.32573289902280134,0.4310344827586207,0.390625,0.4347826086956522,0.35335689045936397,0.3184713375796178,0.3448275862068966,0.33557046979865773,0.3496503496503497,0.3663003663003663,0.33670033670033667,0.29069767441860467,0.36900369003690037,0.4098360655737705,0.29673590504451036,0.3663003663003663,0.37593984962406013,0.35587188612099646,0.32894736842105265,0.33557046979865773,0.4,0.29325513196480935,0.5050505050505051,0.3508771929824561,0.3861003861003861,0.4347826086956522
2,0.4098360655737705,0.32573289902280134,0.4347826086956522,0.38759689922480617,0.4366812227074236,0.35335689045936397,0.3194888178913738,0.3448275862068966,0.33670033670033667,0.35211267605633806,0.3663003663003663,0.33557046979865773,0.2898550724637681,0.36900369003690037,0.4098360655737705,0.2958579881656805,0.36363636363636365,0.37453183520599254,0.3546099290780142,0.33003300330033003,0.33670033670033667,0.3968253968253968,0.2949852507374631,0.5050505050505051,0.35335689045936397,0.3846153846153846,0.4329004329004329
3,0.4098360655737705,0.32894736842105265,0.44052863436123346,0.3861003861003861,0.4366812227074236,0.35335689045936397,0.3205128205128205,0.3448275862068966,0.33783783783783783,0.35587188612099646,0.3676470588235294,0.3333333333333333,0.2898550724637681,0.37037037037037035,0.4098360655737705,0.2958579881656805,0.36496350364963503,0.3731343283582089,0.35335689045936397,0.33112582781456956,0.33783783783783783,0.3952569169960475,0.29673590504451036,0.5076142131979695,0.35714285714285715,0.3831417624521073,0.4310344827586207
4,0.4081632653061224,0.32894736842105265,0.44052863436123346,0.3831417624521073,0.44052863436123346,0.3546099290780142,0.3215434083601286,0.3448275862068966,0.33783783783783783,0.3597122302158274,0.36900369003690037,0.33222591362126247,0.2881844380403458,0.3717472118959108,0.4098360655737705,0.2949852507374631,0.36496350364963503,0.3717472118959108,0.35335689045936397,0.33112582781456956,0.33783783783783783,0.3921568627450981,0.29940119760479045,0.5076142131979695,0.3597122302158274,0.38167938931297707,0.4291845493562232
5,0.4065040650406504,0.3278688524590164,0.4385964912280702,0.38167938931297707,0.4424778761061947,0.3546099290780142,0.3215434083601286,0.3460207612456747,0.3389830508474576,0.3623188405797102,0.37037037037037035,0.33003300330033003,0.2849002849002849,0.3717472118959108,0.4098360655737705,0.29411764705882354,0.3663003663003663,0.37037037037037035,0.35211267605633806,0.33222591362126247,0.33670033670033667,0.38910505836575876,0.30120481927710846,0.5,0.36101083032490977,0.38167938931297707,0.425531914893617
6,0.40322580645161293,0.32894736842105265,0.4329004329004329,0.3787878787878788,0.4444444444444444,0.35587188612099646,0.3225806451612903,0.3448275862068966,0.3436426116838488,0.36496350364963503,0.37037037037037035,0.32894736842105265,0.28169014084507044,0.3717472118959108,0.4048582995951417,0.29239766081871343,0.36363636363636365,0.3676470588235294,0.3496503496503497,0.33444816053511706,0.33444816053511706,0.3861003861003861,0.3048780487804878,0.4926108374384237,0.36101083032490977,0.37735849056603776,0.42194092827004215
7,0.4,0.32679738562091504,0.425531914893617,0.37593984962406013,0.4291845493562232,0.3546099290780142,0.3215434083601286,0.3424657534246575,0.3401360544217687,0.36496350364963503,0.36496350364963503,0.32679738562091504,0.27932960893854747,0.37037037037037035,0.4,0.29069767441860467,0.35335689045936397,0.3663003663003663,0.3484320557491289,0.3333333333333333,0.3333333333333333,0.3831417624521073,0.3067484662576687,0.48309178743961356,0.36101083032490977,0.3731343283582089,0.4166666666666667
8,0.3952569169960475,0.3236245954692557,0.41841004184100417,0.3717472118959108,0.4166666666666667,0.3508771929824561,0.3205128205128205,0.3424657534246575,0.3333333333333333,0.36496350364963503,0.35842293906810035,0.3246753246753247,0.2777777777777778,0.36900369003690037,0.3968253968253968,0.28901734104046245,0.3424657534246575,0.36363636363636365,0.3472222222222222,0.33222591362126247,0.33003300330033003,0.3787878787878788,0.3048780487804878,0.47619047619047616,0.35714285714285715,0.36900369003690037,0.4115226337448559
9,0.390625,0.3205128205128205,0.4098360655737705,0.3676470588235294,0.40322580645161293,0.3484320557491289,0.3194888178913738,0.3424657534246575,0.32679738562091504,0.36496350364963503,0.3508771929824561,0.3205128205128205,0.2770083102493075,0.3676470588235294,0.39370078740157477,0.28653295128939826,0.33222591362126247,0.3623188405797102,0.3472222222222222,0.33112582781456956,0.32679738562091504,0.37593984962406013,0.29325513196480935,0.4716981132075471,0.35211267605633806,0.36496350364963503,0.4065040650406504
