time,AT,BE,BG,CZ,CH,DE,DK,EE,ES,FI,FR,UK,EL,HR,HU,IE,IT,LT,LV,NL,NO,PL,PT,RO,SE,SI,SK
0,0.33783783783783783,0.3021148036253776,0.3623188405797102,0.3472222222222222,0.3846153846153846,0.3460207612456747,0.3205128205128205,0.3508771929824561,0.2710027100271003,0.3436426116838488,0.3021148036253776,0.2785515320334262,0.273972602739726,0.30120481927710846,0.3058103975535168,0.2717391304347826,0.3215434083601286,0.3448275862068966,0.3508771929824561,0.2881844380403458,0.31347962382445144,0.3496503496503497,0.25125628140703515,0.3401360544217687,0.3401360544217687,0.32679738562091504,0.32573289902280134
1,0.3389830508474576,0.303951367781155,0.36363636363636365,0.3484320557491289,0.38759689922480617,0.3484320557491289,0.3215434083601286,0.3460207612456747,0.2724795640326976,0.341296928327645,0.3048780487804878,0.2785515320334262,0.27322404371584696,0.3021148036253776,0.3067484662576687,0.2724795640326976,0.3225806451612903,0.3460207612456747,0.35211267605633806,0.2898550724637681,0.31446540880503143,0.3496503496503497,0.2518891687657431,0.341296928327645,0.341296928327645,0.32573289902280134,0.32573289902280134
2,0.3389830508474576,0.3067484662576687,0.36496350364963503,0.3472222222222222,0.38910505836575876,0.3496503496503497,0.3225806451612903,0.3436426116838488,0.273972602739726,0.3401360544217687,0.3067484662576687,0.2785515320334262,0.2724795640326976,0.3021148036253776,0.3076923076923077,0.2724795640326976,0.3225806451612903,0.3472222222222222,0.35335689045936397,0.29154518950437314,0.31446540880503143,0.3496503496503497,0.25252525252525254,0.3424657534246575,0.3424657534246575,0.32573289902280134,0.32679738562091504
3,0.3401360544217687,0.30864197530864196,0.3663003663003663,0.3484320557491289,0.390625,0.35211267605633806,0.3225806451612903,0.341296928327645,0.27548209366391185,0.3389830508474576,0.30959752321981426,0.2785515320334262,0.2717391304347826,0.30303030303030304,0.30864197530864196,0.2717391304347826,0.3246753246753247,0.3484320557491289,0.35335689045936397,0.29239766081871343,0.31545741324921134,0.3508771929824561,0.25252525252525254,0.3436426116838488,0.3436426116838488,0.32679738562091504,0.32679738562091504
4,0.3389830508474576,0.3105590062111801,0.36101083032490977,0.3496503496503497,0.3952569169960475,0.3546099290780142,0.3236245954692557,0.33783783783783783,0.27624309392265195,0.3389830508474576,0.3115264797507788,0.27932960893854747,0.27027027027027023,0.30303030303030304,0.30959752321981426,0.2710027100271003,0.3246753246753247,0.3484320557491289,0.35335689045936397,0.29411764705882354,0.31545741324921134,0.3508771929824561,0.2531645569620253,0.341296928327645,0.3448275862068966,0.32679738562091504,0.32679738562091504
5,0.3401360544217687,0.3125,0.35335689045936397,0.3496503496503497,0.3968253968253968,0.35842293906810035,0.3236245954692557,0.33444816053511706,0.2777777777777778,0.3389830508474576,0.31446540880503143,0.27932960893854747,0.267379679144385,0.303951367781155,0.30959752321981426,0.27027027027027023,0.32679738562091504,0.3484320557491289,0.3508771929824561,0.2958579881656805,0.31545741324921134,0.35211267605633806,0.2531645569620253,0.33557046979865773,0.3448275862068966,0.3278688524590164,0.3278688524590164
6,0.33670033670033667,0.31446540880503143,0.341296928327645,0.3496503496503497,0.39370078740157477,0.35842293906810035,0.3246753246753247,0.33222591362126247,0.27932960893854747,0.3389830508474576,0.3164556962025316,0.27932960893854747,0.26525198938992045,0.30303030303030304,0.30864197530864196,0.26881720430107525,0.3236245954692557,0.3472222222222222,0.3484320557491289,0.30120481927710846,0.31545741324921134,0.35211267605633806,0.2544529262086514,0.33003300330033003,0.3448275862068966,0.3225806451612903,0.32679738562091504
7,0.33003300330033003,0.3105590062111801,0.32894736842105265,0.3484320557491289,0.3597122302158274,0.3484320557491289,0.3236245954692557,0.33003300330033003,0.27624309392265195,0.3389830508474576,0.3067484662576687,0.27932960893854747,0.26246719160104987,0.30120481927710846,0.3058103975535168,0.2680965147453083,0.3105590062111801,0.3460207612456747,0.3460207612456747,0.30120481927710846,0.3164556962025316,0.3508771929824561,0.25510204081632654,0.3225806451612903,0.3436426116838488,0.31347962382445144,0.3236245954692557
8,0.32573289902280134,0.29940119760479045,0.3215434083601286,0.3460207612456747,0.3401360544217687,0.33783783783783783,0.3225806451612903,0.32894736842105265,0.26881720430107525,0.3389830508474576,0.29325513196480935,0.27932960893854747,0.2597402597402597,0.2976190476190476,0.30303030303030304,0.267379679144385,0.29850746268656714,0.3436426116838488,0.3436426116838488,0.2949852507374631,0.3164556962025316,0.3508771929824561,0.25380710659898476,0.31746031746031744,0.3424657534246575,0.303951367781155,0.3205128205128205
9,0.3194888178913738,0.2857142857142857,0.3164556962025316,0.3436426116838488,0.3194888178913738,0.3246753246753247,0.3215434083601286,0.3278688524590164,0.2604166666666667,0.3401360544217687,0.2770083102493075,0.2785515320334262,0.2577319587628866,0.29411764705882354,0.29940119760479045,0.26666666666666666,0.2849002849002849,0.3436426116838488,0.3424657534246575,0.28735632183908044,0.3164556962025316,0.3496503496503497,0.25,0.31446540880503143,0.3389830508474576,0.29850746268656714,0.3164556962025316
10,0.31545741324921134,0.273972602739726,0.31446540880503143,0.341296928327645,0.30303030303030304,0.3125,0.3205128205128205,0.3278688524590164,0.25125628140703515,0.3424657534246575,0.26246719160104987,0.27624309392265195,0.25641025641025644,0.29239766081871343,0.29673590504451036,0.2645502645502646,0.27548209366391185,0.3448275862068966,0.3436426116838488,0.2785515320334262,0.3164556962025316,0.3484320557491289,0.24752475247524752,0.31347962382445144,0.33783783783783783,0.29411764705882354,0.31347962382445144
11,0.31347962382445144,0.2645502645502646,0.3164556962025316,0.3401360544217687,0.29411764705882354,0.3048780487804878,0.3194888178913738,0.3278688524590164,0.24752475247524752,0.3448275862068966,0.2544529262086514,0.2724795640326976,0.2570694087403599,0.29069767441860467,0.2949852507374631,0.2610966057441253,0.27027027027027023,0.3484320557491289,0.3448275862068966,0.2710027100271003,0.3164556962025316,0.3472222222222222,0.24630541871921185,0.31545741324921134,0.33783783783783783,0.2949852507374631,0.3115264797507788
