node,capacity_limit_energy
AT,120.27137238846628
BE,5.710000000000001
BG,25.344889132292632
CH,89.8040619537035
CZ,2.3000000000000003
DE,39.878
EL,5.14
ES,134.86365154441054
FR,82.68299999999999
HR,9.39699356177283
IE,1.8
IT,144.25390579327612
LT,10.8
LU,1.291
NO,26.07476396671851
PL,15.69
PT,70.5635047678912
SE,1.666711794260845
SI,0.0
SK,0.0
UK,25.430000000000003
