node,capacity_limit
AT,6.6388
BE,1.308
BG,1.399
CH,4.95705
CZ,1.17250955167
DE,7.88072
EL,0.6990000000000001
ES,7.444272000000001
FR,5.303999999999999
HR,0.5187
IE,0.292
IT,7.962599999999999
LT,0.9
LU,1.291
NO,1.439288
PL,1.706
PT,3.895
SE,0.092
SI,0.185
SK,1.02128
UK,2.905
